Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"EM","Emissions indicators","124","Canada","7266","Emissions Share (N2O)","6818","Waste","2023","2023","%","2.08","E","Estimated value"
"EM","Emissions indicators","124","Canada","7279","Emissions per capita","6818","Waste","2016","2016","t CO2eq/cap","0.56","E","Estimated value"
"EM","Emissions indicators","124","Canada","7279","Emissions per capita","6818","Waste","2017","2017","t CO2eq/cap","0.54","E","Estimated value"
"EM","Emissions indicators","124","Canada","7279","Emissions per capita","6818","Waste","2018","2018","t CO2eq/cap","0.56","E","Estimated value"
"EM","Emissions indicators","124","Canada","7279","Emissions per capita","6818","Waste","2019","2019","t CO2eq/cap","0.56","E","Estimated value"
"EM","Emissions indicators","124","Canada","7279","Emissions per capita","6818","Waste","2020","2020","t CO2eq/cap","0.57","E","Estimated value"
"EM","Emissions indicators","124","Canada","7279","Emissions per capita","6818","Waste","2021","2021","t CO2eq/cap","0.57","E","Estimated value"
"EM","Emissions indicators","124","Canada","7279","Emissions per capita","6818","Waste","2022","2022","t CO2eq/cap","0.57","E","Estimated value"
"EM","Emissions indicators","124","Canada","7279","Emissions per capita","6818","Waste","2023","2023","t CO2eq/cap","0.57","E","Estimated value"
"EM","Emissions indicators","124","Canada","726313","Emissions Share (CO2eq) (AR5)","6819","Other","2016","2016","%","0.23","E","Estimated value"
"EM","Emissions indicators","124","Canada","726313","Emissions Share (CO2eq) (AR5)","6819","Other","2017","2017","%","0.23","E","Estimated value"
"EM","Emissions indicators","124","Canada","726313","Emissions Share (CO2eq) (AR5)","6819","Other","2018","2018","%","0.23","E","Estimated value"
"EM","Emissions indicators","124","Canada","726313","Emissions Share (CO2eq) (AR5)","6819","Other","2019","2019","%","0.22","E","Estimated value"
"EM","Emissions indicators","124","Canada","726313","Emissions Share (CO2eq) (AR5)","6819","Other","2020","2020","%","0.19","E","Estimated value"
"EM","Emissions indicators","124","Canada","726313","Emissions Share (CO2eq) (AR5)","6819","Other","2021","2021","%","0.25","E","Estimated value"
"EM","Emissions indicators","124","Canada","726313","Emissions Share (CO2eq) (AR5)","6819","Other","2022","2022","%","0.21","E","Estimated value"
"EM","Emissions indicators","124","Canada","726313","Emissions Share (CO2eq) (AR5)","6819","Other","2023","2023","%","0.39","E","Estimated value"
"EM","Emissions indicators","124","Canada","7266","Emissions Share (N2O)","6819","Other","2016","2016","%","5.27","E","Estimated value"
"EM","Emissions indicators","124","Canada","7266","Emissions Share (N2O)","6819","Other","2017","2017","%","5.32","E","Estimated value"
"EM","Emissions indicators","124","Canada","7266","Emissions Share (N2O)","6819","Other","2018","2018","%","5.15","E","Estimated value"
"EM","Emissions indicators","124","Canada","7266","Emissions Share (N2O)","6819","Other","2019","2019","%","5.14","E","Estimated value"
"EM","Emissions indicators","124","Canada","7266","Emissions Share (N2O)","6819","Other","2020","2020","%","4.07","E","Estimated value"
"EM","Emissions indicators","124","Canada","7266","Emissions Share (N2O)","6819","Other","2021","2021","%","5.13","E","Estimated value"
"EM","Emissions indicators","124","Canada","7266","Emissions Share (N2O)","6819","Other","2022","2022","%","4.61","E","Estimated value"
"EM","Emissions indicators","124","Canada","7266","Emissions Share (N2O)","6819","Other","2023","2023","%","6.7","E","Estimated value"
"EM","Emissions indicators","124","Canada","7279","Emissions per capita","6819","Other","2016","2016","t CO2eq/cap","0.06","E","Estimated value"
"EM","Emissions indicators","124","Canada","7279","Emissions per capita","6819","Other","2017","2017","t CO2eq/cap","0.06","E","Estimated value"
"EM","Emissions indicators","124","Canada","7279","Emissions per capita","6819","Other","2018","2018","t CO2eq/cap","0.06","E","Estimated value"
"EM","Emissions indicators","124","Canada","7279","Emissions per capita","6819","Other","2019","2019","t CO2eq/cap","0.06","E","Estimated value"
"EM","Emissions indicators","124","Canada","7279","Emissions per capita","6819","Other","2020","2020","t CO2eq/cap","0.05","E","Estimated value"
"EM","Emissions indicators","124","Canada","7279","Emissions per capita","6819","Other","2021","2021","t CO2eq/cap","0.06","E","Estimated value"
"EM","Emissions indicators","124","Canada","7279","Emissions per capita","6819","Other","2022","2022","t CO2eq/cap","0.05","E","Estimated value"
"EM","Emissions indicators","124","Canada","7279","Emissions per capita","6819","Other","2023","2023","t CO2eq/cap","0.09","E","Estimated value"
"EM","Emissions indicators","124","Canada","726313","Emissions Share (CO2eq) (AR5)","6825","All sectors with LULUCF","2016","2016","%","100","E","Estimated value"
"EM","Emissions indicators","124","Canada","726313","Emissions Share (CO2eq) (AR5)","6825","All sectors with LULUCF","2017","2017","%","100","E","Estimated value"
"EM","Emissions indicators","124","Canada","726313","Emissions Share (CO2eq) (AR5)","6825","All sectors with LULUCF","2018","2018","%","100","E","Estimated value"
"EM","Emissions indicators","124","Canada","726313","Emissions Share (CO2eq) (AR5)","6825","All sectors with LULUCF","2019","2019","%","100","E","Estimated value"
"EM","Emissions indicators","124","Canada","726313","Emissions Share (CO2eq) (AR5)","6825","All sectors with LULUCF","2020","2020","%","100","E","Estimated value"
"EM","Emissions indicators","124","Canada","726313","Emissions Share (CO2eq) (AR5)","6825","All sectors with LULUCF","2021","2021","%","100","E","Estimated value"
"EM","Emissions indicators","124","Canada","726313","Emissions Share (CO2eq) (AR5)","6825","All sectors with LULUCF","2022","2022","%","100","E","Estimated value"
"EM","Emissions indicators","124","Canada","726313","Emissions Share (CO2eq) (AR5)","6825","All sectors with LULUCF","2023","2023","%","100","E","Estimated value"
"EM","Emissions indicators","124","Canada","7264","Emissions Share (CO2)","6825","All sectors with LULUCF","2016","2016","%","100","E","Estimated value"
"EM","Emissions indicators","124","Canada","7264","Emissions Share (CO2)","6825","All sectors with LULUCF","2017","2017","%","100","E","Estimated value"
"EM","Emissions indicators","124","Canada","7264","Emissions Share (CO2)","6825","All sectors with LULUCF","2018","2018","%","100","E","Estimated value"
"EM","Emissions indicators","124","Canada","7264","Emissions Share (CO2)","6825","All sectors with LULUCF","2019","2019","%","100","E","Estimated value"
"EM","Emissions indicators","124","Canada","7264","Emissions Share (CO2)","6825","All sectors with LULUCF","2020","2020","%","100","E","Estimated value"
"EM","Emissions indicators","124","Canada","7264","Emissions Share (CO2)","6825","All sectors with LULUCF","2021","2021","%","100","E","Estimated value"
"EM","Emissions indicators","124","Canada","7264","Emissions Share (CO2)","6825","All sectors with LULUCF","2022","2022","%","100","E","Estimated value"
"EM","Emissions indicators","124","Canada","7264","Emissions Share (CO2)","6825","All sectors with LULUCF","2023","2023","%","100","E","Estimated value"
"EM","Emissions indicators","124","Canada","7265","Emissions Share (CH4)","6825","All sectors with LULUCF","2016","2016","%","100","E","Estimated value"
"EM","Emissions indicators","124","Canada","7265","Emissions Share (CH4)","6825","All sectors with LULUCF","2017","2017","%","100","E","Estimated value"
"EM","Emissions indicators","124","Canada","7265","Emissions Share (CH4)","6825","All sectors with LULUCF","2018","2018","%","100","E","Estimated value"
"EM","Emissions indicators","124","Canada","7265","Emissions Share (CH4)","6825","All sectors with LULUCF","2019","2019","%","100","E","Estimated value"
"EM","Emissions indicators","124","Canada","7265","Emissions Share (CH4)","6825","All sectors with LULUCF","2020","2020","%","100","E","Estimated value"
"EM","Emissions indicators","124","Canada","7265","Emissions Share (CH4)","6825","All sectors with LULUCF","2021","2021","%","100","E","Estimated value"
"EM","Emissions indicators","124","Canada","7265","Emissions Share (CH4)","6825","All sectors with LULUCF","2022","2022","%","100","E","Estimated value"
"EM","Emissions indicators","124","Canada","7265","Emissions Share (CH4)","6825","All sectors with LULUCF","2023","2023","%","100","E","Estimated value"
"EM","Emissions indicators","124","Canada","7266","Emissions Share (N2O)","6825","All sectors with LULUCF","2016","2016","%","100","E","Estimated value"
"EM","Emissions indicators","124","Canada","7266","Emissions Share (N2O)","6825","All sectors with LULUCF","2017","2017","%","100","E","Estimated value"
"EM","Emissions indicators","124","Canada","7266","Emissions Share (N2O)","6825","All sectors with LULUCF","2018","2018","%","100","E","Estimated value"
"EM","Emissions indicators","124","Canada","7266","Emissions Share (N2O)","6825","All sectors with LULUCF","2019","2019","%","100","E","Estimated value"
"EM","Emissions indicators","124","Canada","7266","Emissions Share (N2O)","6825","All sectors with LULUCF","2020","2020","%","100","E","Estimated value"
"EM","Emissions indicators","124","Canada","7266","Emissions Share (N2O)","6825","All sectors with LULUCF","2021","2021","%","100","E","Estimated value"
"EM","Emissions indicators","124","Canada","7266","Emissions Share (N2O)","6825","All sectors with LULUCF","2022","2022","%","100","E","Estimated value"
"EM","Emissions indicators","124","Canada","7266","Emissions Share (N2O)","6825","All sectors with LULUCF","2023","2023","%","100","E","Estimated value"
"EM","Emissions indicators","124","Canada","7179","Emissions Share (CO2eq) (AR5) (F-gases)","6825","All sectors with LULUCF","2016","2016","%","100","E","Estimated value"
"EM","Emissions indicators","124","Canada","7179","Emissions Share (CO2eq) (AR5) (F-gases)","6825","All sectors with LULUCF","2017","2017","%","100","E","Estimated value"
"EM","Emissions indicators","124","Canada","7179","Emissions Share (CO2eq) (AR5) (F-gases)","6825","All sectors with LULUCF","2018","2018","%","100","E","Estimated value"
"EM","Emissions indicators","124","Canada","7179","Emissions Share (CO2eq) (AR5) (F-gases)","6825","All sectors with LULUCF","2019","2019","%","100","E","Estimated value"
"EM","Emissions indicators","124","Canada","7179","Emissions Share (CO2eq) (AR5) (F-gases)","6825","All sectors with LULUCF","2020","2020","%","100","E","Estimated value"
"EM","Emissions indicators","124","Canada","7179","Emissions Share (CO2eq) (AR5) (F-gases)","6825","All sectors with LULUCF","2021","2021","%","100","E","Estimated value"
"EM","Emissions indicators","124","Canada","7179","Emissions Share (CO2eq) (AR5) (F-gases)","6825","All sectors with LULUCF","2022","2022","%","100","E","Estimated value"
"EM","Emissions indicators","124","Canada","7179","Emissions Share (CO2eq) (AR5) (F-gases)","6825","All sectors with LULUCF","2023","2023","%","100","E","Estimated value"
"EM","Emissions indicators","124","Canada","7279","Emissions per capita","6825","All sectors with LULUCF","2016","2016","t CO2eq/cap","25.52","E","Estimated value"
"EM","Emissions indicators","124","Canada","7279","Emissions per capita","6825","All sectors with LULUCF","2017","2017","t CO2eq/cap","26.22","E","Estimated value"
"EM","Emissions indicators","124","Canada","7279","Emissions per capita","6825","All sectors with LULUCF","2018","2018","t CO2eq/cap","26.19","E","Estimated value"
"EM","Emissions indicators","124","Canada","7279","Emissions per capita","6825","All sectors with LULUCF","2019","2019","t CO2eq/cap","25.82","E","Estimated value"
"EM","Emissions indicators","124","Canada","7279","Emissions per capita","6825","All sectors with LULUCF","2020","2020","t CO2eq/cap","23.64","E","Estimated value"
"EM","Emissions indicators","124","Canada","7279","Emissions per capita","6825","All sectors with LULUCF","2021","2021","t CO2eq/cap","23.34","E","Estimated value"
"EM","Emissions indicators","124","Canada","7279","Emissions per capita","6825","All sectors with LULUCF","2022","2022","t CO2eq/cap","23.44","E","Estimated value"
"EM","Emissions indicators","124","Canada","7279","Emissions per capita","6825","All sectors with LULUCF","2023","2023","t CO2eq/cap","23.7","E","Estimated value"
"EM","Emissions indicators","124","Canada","726313","Emissions Share (CO2eq) (AR5)","6829","All sectors without LULUCF","2016","2016","%","82.49","E","Estimated value"
"EM","Emissions indicators","124","Canada","726313","Emissions Share (CO2eq) (AR5)","6829","All sectors without LULUCF","2017","2017","%","83.13","E","Estimated value"
"EM","Emissions indicators","124","Canada","726313","Emissions Share (CO2eq) (AR5)","6829","All sectors without LULUCF","2018","2018","%","83.1","E","Estimated value"
"EM","Emissions indicators","124","Canada","726313","Emissions Share (CO2eq) (AR5)","6829","All sectors without LULUCF","2019","2019","%","83.26","E","Estimated value"
"EM","Emissions indicators","124","Canada","726313","Emissions Share (CO2eq) (AR5)","6829","All sectors without LULUCF","2020","2020","%","82.03","E","Estimated value"
"EM","Emissions indicators","124","Canada","726313","Emissions Share (CO2eq) (AR5)","6829","All sectors without LULUCF","2021","2021","%","83.86","E","Estimated value"
"EM","Emissions indicators","124","Canada","726313","Emissions Share (CO2eq) (AR5)","6829","All sectors without LULUCF","2022","2022","%","84.32","E","Estimated value"
"EM","Emissions indicators","124","Canada","726313","Emissions Share (CO2eq) (AR5)","6829","All sectors without LULUCF","2023","2023","%","83.29","E","Estimated value"
"EM","Emissions indicators","124","Canada","7264","Emissions Share (CO2)","6829","All sectors without LULUCF","2016","2016","%","78.52","E","Estimated value"
"EM","Emissions indicators","124","Canada","7264","Emissions Share (CO2)","6829","All sectors without LULUCF","2017","2017","%","79.47","E","Estimated value"
"EM","Emissions indicators","124","Canada","7264","Emissions Share (CO2)","6829","All sectors without LULUCF","2018","2018","%","79.57","E","Estimated value"
"EM","Emissions indicators","124","Canada","7264","Emissions Share (CO2)","6829","All sectors without LULUCF","2019","2019","%","79.63","E","Estimated value"
"EM","Emissions indicators","124","Canada","7264","Emissions Share (CO2)","6829","All sectors without LULUCF","2020","2020","%","77.98","E","Estimated value"
"EM","Emissions indicators","124","Canada","7264","Emissions Share (CO2)","6829","All sectors without LULUCF","2021","2021","%","80.46","E","Estimated value"
"EM","Emissions indicators","124","Canada","7264","Emissions Share (CO2)","6829","All sectors without LULUCF","2022","2022","%","80.79","E","Estimated value"
"EM","Emissions indicators","124","Canada","7264","Emissions Share (CO2)","6829","All sectors without LULUCF","2023","2023","%","80.78","E","Estimated value"
"EM","Emissions indicators","124","Canada","7265","Emissions Share (CH4)","6829","All sectors without LULUCF","2016","2016","%","99.52","E","Estimated value"
"EM","Emissions indicators","124","Canada","7265","Emissions Share (CH4)","6829","All sectors without LULUCF","2017","2017","%","99.39","E","Estimated value"
"EM","Emissions indicators","124","Canada","7265","Emissions Share (CH4)","6829","All sectors without LULUCF","2018","2018","%","98.55","E","Estimated value"
"EM","Emissions indicators","124","Canada","7265","Emissions Share (CH4)","6829","All sectors without LULUCF","2019","2019","%","99.35","E","Estimated value"
"EM","Emissions indicators","124","Canada","7265","Emissions Share (CH4)","6829","All sectors without LULUCF","2020","2020","%","99.89","E","Estimated value"
"EM","Emissions indicators","124","Canada","7265","Emissions Share (CH4)","6829","All sectors without LULUCF","2021","2021","%","98.49","E","Estimated value"
"EM","Emissions indicators","124","Canada","7265","Emissions Share (CH4)","6829","All sectors without LULUCF","2022","2022","%","99.57","E","Estimated value"
"EM","Emissions indicators","124","Canada","7265","Emissions Share (CH4)","6829","All sectors without LULUCF","2023","2023","%","93.97","E","Estimated value"
"EM","Emissions indicators","124","Canada","7266","Emissions Share (N2O)","6829","All sectors without LULUCF","2016","2016","%","98.78","E","Estimated value"
"EM","Emissions indicators","124","Canada","7266","Emissions Share (N2O)","6829","All sectors without LULUCF","2017","2017","%","98.47","E","Estimated value"
"EM","Emissions indicators","124","Canada","7266","Emissions Share (N2O)","6829","All sectors without LULUCF","2018","2018","%","96.51","E","Estimated value"
"EM","Emissions indicators","124","Canada","7266","Emissions Share (N2O)","6829","All sectors without LULUCF","2019","2019","%","98.37","E","Estimated value"
"EM","Emissions indicators","124","Canada","7266","Emissions Share (N2O)","6829","All sectors without LULUCF","2020","2020","%","99.77","E","Estimated value"
"EM","Emissions indicators","124","Canada","7266","Emissions Share (N2O)","6829","All sectors without LULUCF","2021","2021","%","96.62","E","Estimated value"
"EM","Emissions indicators","124","Canada","7266","Emissions Share (N2O)","6829","All sectors without LULUCF","2022","2022","%","99","E","Estimated value"
"EM","Emissions indicators","124","Canada","7266","Emissions Share (N2O)","6829","All sectors without LULUCF","2023","2023","%","88.01","E","Estimated value"
"EM","Emissions indicators","124","Canada","7179","Emissions Share (CO2eq) (AR5) (F-gases)","6829","All sectors without LULUCF","2016","2016","%","100","E","Estimated value"
"EM","Emissions indicators","124","Canada","7179","Emissions Share (CO2eq) (AR5) (F-gases)","6829","All sectors without LULUCF","2017","2017","%","100","E","Estimated value"
"EM","Emissions indicators","124","Canada","7179","Emissions Share (CO2eq) (AR5) (F-gases)","6829","All sectors without LULUCF","2018","2018","%","100","E","Estimated value"
"EM","Emissions indicators","124","Canada","7179","Emissions Share (CO2eq) (AR5) (F-gases)","6829","All sectors without LULUCF","2019","2019","%","100","E","Estimated value"
"EM","Emissions indicators","124","Canada","7179","Emissions Share (CO2eq) (AR5) (F-gases)","6829","All sectors without LULUCF","2020","2020","%","100","E","Estimated value"
"EM","Emissions indicators","124","Canada","7179","Emissions Share (CO2eq) (AR5) (F-gases)","6829","All sectors without LULUCF","2021","2021","%","100","E","Estimated value"
"EM","Emissions indicators","124","Canada","7179","Emissions Share (CO2eq) (AR5) (F-gases)","6829","All sectors without LULUCF","2022","2022","%","100","E","Estimated value"
"EM","Emissions indicators","124","Canada","7179","Emissions Share (CO2eq) (AR5) (F-gases)","6829","All sectors without LULUCF","2023","2023","%","100","E","Estimated value"
"EM","Emissions indicators","124","Canada","7279","Emissions per capita","6829","All sectors without LULUCF","2016","2016","t CO2eq/cap","21.05","E","Estimated value"
"EM","Emissions indicators","124","Canada","7279","Emissions per capita","6829","All sectors without LULUCF","2017","2017","t CO2eq/cap","21.8","E","Estimated value"
"EM","Emissions indicators","124","Canada","7279","Emissions per capita","6829","All sectors without LULUCF","2018","2018","t CO2eq/cap","21.76","E","Estimated value"
"EM","Emissions indicators","124","Canada","7279","Emissions per capita","6829","All sectors without LULUCF","2019","2019","t CO2eq/cap","21.5","E","Estimated value"
"EM","Emissions indicators","124","Canada","7279","Emissions per capita","6829","All sectors without LULUCF","2020","2020","t CO2eq/cap","19.4","E","Estimated value"
"EM","Emissions indicators","124","Canada","7279","Emissions per capita","6829","All sectors without LULUCF","2021","2021","t CO2eq/cap","19.57","E","Estimated value"
"EM","Emissions indicators","124","Canada","7279","Emissions per capita","6829","All sectors without LULUCF","2022","2022","t CO2eq/cap","19.76","E","Estimated value"
"EM","Emissions indicators","124","Canada","7279","Emissions per capita","6829","All sectors without LULUCF","2023","2023","t CO2eq/cap","19.74","E","Estimated value"
"EM","Emissions indicators","484","Mexico","726313","Emissions Share (CO2eq) (AR5)","6996","Farm gate","2016","2016","%","16.49","E","Estimated value"
"EM","Emissions indicators","484","Mexico","726313","Emissions Share (CO2eq) (AR5)","6996","Farm gate","2017","2017","%","17.02","E","Estimated value"
"EM","Emissions indicators","484","Mexico","726313","Emissions Share (CO2eq) (AR5)","6996","Farm gate","2018","2018","%","17.06","E","Estimated value"
"EM","Emissions indicators","484","Mexico","726313","Emissions Share (CO2eq) (AR5)","6996","Farm gate","2019","2019","%","17.02","E","Estimated value"
"EM","Emissions indicators","484","Mexico","726313","Emissions Share (CO2eq) (AR5)","6996","Farm gate","2020","2020","%","17.41","E","Estimated value"
"EM","Emissions indicators","484","Mexico","726313","Emissions Share (CO2eq) (AR5)","6996","Farm gate","2021","2021","%","16.57","E","Estimated value"
"EM","Emissions indicators","484","Mexico","726313","Emissions Share (CO2eq) (AR5)","6996","Farm gate","2022","2022","%","16.39","E","Estimated value"
"EM","Emissions indicators","484","Mexico","726313","Emissions Share (CO2eq) (AR5)","6996","Farm gate","2023","2023","%","16.58","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7264","Emissions Share (CO2)","6996","Farm gate","2016","2016","%","3.04","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7264","Emissions Share (CO2)","6996","Farm gate","2017","2017","%","3.2","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7264","Emissions Share (CO2)","6996","Farm gate","2018","2018","%","3.32","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7264","Emissions Share (CO2)","6996","Farm gate","2019","2019","%","3.23","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7264","Emissions Share (CO2)","6996","Farm gate","2020","2020","%","2.81","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7264","Emissions Share (CO2)","6996","Farm gate","2021","2021","%","2.5","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7264","Emissions Share (CO2)","6996","Farm gate","2022","2022","%","3.09","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7264","Emissions Share (CO2)","6996","Farm gate","2023","2023","%","3.07","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7265","Emissions Share (CH4)","6996","Farm gate","2016","2016","%","47.12","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7265","Emissions Share (CH4)","6996","Farm gate","2017","2017","%","47.4","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7265","Emissions Share (CH4)","6996","Farm gate","2018","2018","%","47.93","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7265","Emissions Share (CH4)","6996","Farm gate","2019","2019","%","47.8","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7265","Emissions Share (CH4)","6996","Farm gate","2020","2020","%","47.75","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7265","Emissions Share (CH4)","6996","Farm gate","2021","2021","%","48.13","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7265","Emissions Share (CH4)","6996","Farm gate","2022","2022","%","47.9","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7265","Emissions Share (CH4)","6996","Farm gate","2023","2023","%","47.56","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7266","Emissions Share (N2O)","6996","Farm gate","2016","2016","%","81.39","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7266","Emissions Share (N2O)","6996","Farm gate","2017","2017","%","80.71","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7266","Emissions Share (N2O)","6996","Farm gate","2018","2018","%","82.04","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7266","Emissions Share (N2O)","6996","Farm gate","2019","2019","%","80.18","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7266","Emissions Share (N2O)","6996","Farm gate","2020","2020","%","82.6","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7266","Emissions Share (N2O)","6996","Farm gate","2021","2021","%","83.34","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7266","Emissions Share (N2O)","6996","Farm gate","2022","2022","%","82.73","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7266","Emissions Share (N2O)","6996","Farm gate","2023","2023","%","82.81","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7279","Emissions per capita","6996","Farm gate","2016","2016","t CO2eq/cap","0.94","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7279","Emissions per capita","6996","Farm gate","2017","2017","t CO2eq/cap","0.95","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7279","Emissions per capita","6996","Farm gate","2018","2018","t CO2eq/cap","0.94","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7279","Emissions per capita","6996","Farm gate","2019","2019","t CO2eq/cap","0.94","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7279","Emissions per capita","6996","Farm gate","2020","2020","t CO2eq/cap","0.92","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7279","Emissions per capita","6996","Farm gate","2021","2021","t CO2eq/cap","0.91","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7279","Emissions per capita","6996","Farm gate","2022","2022","t CO2eq/cap","0.92","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7279","Emissions per capita","6996","Farm gate","2023","2023","t CO2eq/cap","0.94","E","Estimated value"
"EM","Emissions indicators","484","Mexico","72791","Emissions per value of agricultural production","6996","Farm gate","2016","2016","kg CO2eq/Int$","1.95","E","Estimated value"
"EM","Emissions indicators","484","Mexico","72791","Emissions per value of agricultural production","6996","Farm gate","2017","2017","kg CO2eq/Int$","1.89","E","Estimated value"
"EM","Emissions indicators","484","Mexico","72791","Emissions per value of agricultural production","6996","Farm gate","2018","2018","kg CO2eq/Int$","1.86","E","Estimated value"
"EM","Emissions indicators","484","Mexico","72791","Emissions per value of agricultural production","6996","Farm gate","2019","2019","kg CO2eq/Int$","1.85","E","Estimated value"
"EM","Emissions indicators","484","Mexico","72791","Emissions per value of agricultural production","6996","Farm gate","2020","2020","kg CO2eq/Int$","1.82","E","Estimated value"
"EM","Emissions indicators","484","Mexico","72791","Emissions per value of agricultural production","6996","Farm gate","2021","2021","kg CO2eq/Int$","1.78","E","Estimated value"
"EM","Emissions indicators","484","Mexico","72791","Emissions per value of agricultural production","6996","Farm gate","2022","2022","kg CO2eq/Int$","1.79","E","Estimated value"
"EM","Emissions indicators","484","Mexico","72791","Emissions per value of agricultural production","6996","Farm gate","2023","2023","kg CO2eq/Int$","1.78","E","Estimated value"
"EM","Emissions indicators","484","Mexico","72792","Emissions per area of agricultural land","6996","Farm gate","2016","2016","t CO2eq/ha","1.17","E","Estimated value"
"EM","Emissions indicators","484","Mexico","72792","Emissions per area of agricultural land","6996","Farm gate","2017","2017","t CO2eq/ha","1.2","E","Estimated value"
"EM","Emissions indicators","484","Mexico","72792","Emissions per area of agricultural land","6996","Farm gate","2018","2018","t CO2eq/ha","1.22","E","Estimated value"
"EM","Emissions indicators","484","Mexico","72792","Emissions per area of agricultural land","6996","Farm gate","2019","2019","t CO2eq/ha","1.23","E","Estimated value"
"EM","Emissions indicators","484","Mexico","72792","Emissions per area of agricultural land","6996","Farm gate","2020","2020","t CO2eq/ha","1.16","E","Estimated value"
"EM","Emissions indicators","484","Mexico","72792","Emissions per area of agricultural land","6996","Farm gate","2021","2021","t CO2eq/ha","1.16","E","Estimated value"
"EM","Emissions indicators","484","Mexico","72792","Emissions per area of agricultural land","6996","Farm gate","2022","2022","t CO2eq/ha","1.2","E","Estimated value"
"EM","Emissions indicators","484","Mexico","72792","Emissions per area of agricultural land","6996","Farm gate","2023","2023","t CO2eq/ha","1.24","E","Estimated value"
"EM","Emissions indicators","484","Mexico","726313","Emissions Share (CO2eq) (AR5)","6516","Land-use change","2016","2016","%","2.2","E","Estimated value"
"EM","Emissions indicators","484","Mexico","726313","Emissions Share (CO2eq) (AR5)","6516","Land-use change","2017","2017","%","2.23","E","Estimated value"
"EM","Emissions indicators","484","Mexico","726313","Emissions Share (CO2eq) (AR5)","6516","Land-use change","2018","2018","%","2.16","E","Estimated value"
"EM","Emissions indicators","484","Mexico","726313","Emissions Share (CO2eq) (AR5)","6516","Land-use change","2019","2019","%","2.23","E","Estimated value"
"EM","Emissions indicators","484","Mexico","726313","Emissions Share (CO2eq) (AR5)","6516","Land-use change","2020","2020","%","2.33","E","Estimated value"
"EM","Emissions indicators","484","Mexico","726313","Emissions Share (CO2eq) (AR5)","6516","Land-use change","2021","2021","%","2.14","E","Estimated value"
"EM","Emissions indicators","484","Mexico","726313","Emissions Share (CO2eq) (AR5)","6516","Land-use change","2022","2022","%","2.08","E","Estimated value"
"EM","Emissions indicators","484","Mexico","726313","Emissions Share (CO2eq) (AR5)","6516","Land-use change","2023","2023","%","2.08","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7264","Emissions Share (CO2)","6516","Land-use change","2016","2016","%","2.94","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7264","Emissions Share (CO2)","6516","Land-use change","2017","2017","%","3.04","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7264","Emissions Share (CO2)","6516","Land-use change","2018","2018","%","3.01","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7264","Emissions Share (CO2)","6516","Land-use change","2019","2019","%","3.01","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7264","Emissions Share (CO2)","6516","Land-use change","2020","2020","%","3.18","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7264","Emissions Share (CO2)","6516","Land-use change","2021","2021","%","2.99","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7264","Emissions Share (CO2)","6516","Land-use change","2022","2022","%","2.85","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7264","Emissions Share (CO2)","6516","Land-use change","2023","2023","%","2.84","E","Estimated value"
"EM","Emissions indicators","484","Mexico","7265","Emissions Share (CH4)","6516","Land-use change","2016","2016","%","0.2","E","Estimated value"
