Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Months Code,Months,Unit,Value,Flag,Flag Description
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","0115","Barley","2017","2017","7021","Annual value","USD","148.8","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","0115","Barley","2018","2018","7021","Annual value","USD","163.9","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","0115","Barley","2019","2019","7021","Annual value","USD","169.6","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","0115","Barley","2020","2020","7021","Annual value","USD","160.9","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","0115","Barley","2021","2021","7021","Annual value","USD","214.9","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","0115","Barley","2022","2022","7021","Annual value","USD","288.6","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","0115","Barley","2023","2023","7021","Annual value","USD","269.2","A","Official figure"
"PP","Producer Prices","124","Canada","5539","Producer Price Index (2014-2016 = 100)","0115","Barley","2016","2016","7021","Annual value","","104.97","I","Value imputed by a receiving agency"
"PP","Producer Prices","124","Canada","5539","Producer Price Index (2014-2016 = 100)","0115","Barley","2017","2017","7021","Annual value","","91.96","I","Value imputed by a receiving agency"
"PP","Producer Prices","124","Canada","5539","Producer Price Index (2014-2016 = 100)","0115","Barley","2018","2018","7021","Annual value","","101.16","I","Value imputed by a receiving agency"
"PP","Producer Prices","124","Canada","5539","Producer Price Index (2014-2016 = 100)","0115","Barley","2019","2019","7021","Annual value","","107.19","I","Value imputed by a receiving agency"
"PP","Producer Prices","124","Canada","5539","Producer Price Index (2014-2016 = 100)","0115","Barley","2020","2020","7021","Annual value","","102.75","I","Value imputed by a receiving agency"
"PP","Producer Prices","124","Canada","5539","Producer Price Index (2014-2016 = 100)","0115","Barley","2021","2021","7021","Annual value","","128.32","I","Value imputed by a receiving agency"
"PP","Producer Prices","124","Canada","5539","Producer Price Index (2014-2016 = 100)","0115","Barley","2022","2022","7021","Annual value","","178.86","I","Value imputed by a receiving agency"
"PP","Producer Prices","124","Canada","5539","Producer Price Index (2014-2016 = 100)","0115","Barley","2023","2023","7021","Annual value","","173.06","I","Value imputed by a receiving agency"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2016","2016","7021","Annual value","LCU","870.4","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2016","2016","7001","January","LCU","804","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2016","2016","7002","February","LCU","804","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2016","2016","7003","March","LCU","804","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2016","2016","7004","April","LCU","853","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2016","2016","7005","May","LCU","853","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2016","2016","7006","June","LCU","853","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2016","2016","7007","July","LCU","867","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2016","2016","7008","August","LCU","860","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2016","2016","7009","September","LCU","883","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2016","2016","7010","October","LCU","899","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2016","2016","7011","November","LCU","898","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2016","2016","7012","December","LCU","911","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2017","2017","7021","Annual value","LCU","806.8","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2017","2017","7001","January","LCU","919","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2017","2017","7002","February","LCU","900","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2017","2017","7003","March","LCU","900","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2017","2017","7004","April","LCU","899","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2017","2017","7005","May","LCU","899","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2017","2017","7006","June","LCU","899","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2017","2017","7007","July","LCU","839","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2017","2017","7008","August","LCU","831","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2017","2017","7009","September","LCU","831","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2017","2017","7010","October","LCU","715","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2017","2017","7011","November","LCU","715","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2017","2017","7012","December","LCU","715","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2018","2018","7021","Annual value","LCU","788.2","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2018","2018","7001","January","LCU","712","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2018","2018","7002","February","LCU","708","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2018","2018","7003","March","LCU","708","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2018","2018","7004","April","LCU","733","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2018","2018","7005","May","LCU","733","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2018","2018","7006","June","LCU","733","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2018","2018","7007","July","LCU","823","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2018","2018","7008","August","LCU","830","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2018","2018","7009","September","LCU","830","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2018","2018","7010","October","LCU","818","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2018","2018","7011","November","LCU","818","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2018","2018","7012","December","LCU","818","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2019","2019","7021","Annual value","LCU","800","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2019","2019","7001","January","LCU","794","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2019","2019","7002","February","LCU","794","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2019","2019","7003","March","LCU","794","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2019","2019","7004","April","LCU","774","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2019","2019","7005","May","LCU","774","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2019","2019","7006","June","LCU","774","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2019","2019","7007","July","LCU","754","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2019","2019","7008","August","LCU","753","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2019","2019","7009","September","LCU","753","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2019","2019","7010","October","LCU","855","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2019","2019","7011","November","LCU","855","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2019","2019","7012","December","LCU","855","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2020","2020","7021","Annual value","LCU","914.2","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2020","2020","7001","January","LCU","974.4","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2020","2020","7002","February","LCU","974.4","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2020","2020","7003","March","LCU","974.4","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2020","2020","7004","April","LCU","1076.8","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2020","2020","7005","May","LCU","1076.8","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2020","2020","7006","June","LCU","1076.8","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2020","2020","7007","July","LCU","943","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2020","2020","7008","August","LCU","929.7","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2020","2020","7009","September","LCU","929.7","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2020","2020","7010","October","LCU","831.4","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2020","2020","7011","November","LCU","831.4","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2020","2020","7012","December","LCU","831.4","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2021","2021","7021","Annual value","LCU","1088.1","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2021","2021","7001","January","LCU","923.3","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2021","2021","7002","February","LCU","923.3","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2021","2021","7003","March","LCU","923.3","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2021","2021","7004","April","LCU","1000.9","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2021","2021","7005","May","LCU","1000.9","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2021","2021","7006","June","LCU","1000.9","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2021","2021","7007","July","LCU","1140","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2021","2021","7008","August","LCU","1127.6","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2021","2021","7009","September","LCU","1127.6","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2021","2021","7010","October","LCU","1207.7","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2021","2021","7011","November","LCU","1207.7","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2021","2021","7012","December","LCU","1207.7","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2022","2022","7021","Annual value","LCU","1205.2","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2022","2022","7001","January","LCU","1183.7","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2022","2022","7002","February","LCU","1183.7","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2022","2022","7003","March","LCU","1183.7","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2022","2022","7004","April","LCU","1260.1","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2022","2022","7005","May","LCU","1260.1","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2022","2022","7006","June","LCU","1260.1","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2022","2022","7007","July","LCU","1236.4","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2022","2022","7008","August","LCU","1236.1","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2022","2022","7009","September","LCU","1236.1","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2022","2022","7010","October","LCU","1160","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2022","2022","7011","November","LCU","1160","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2022","2022","7012","December","LCU","1160","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2023","2023","7021","Annual value","LCU","1184.4","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2023","2023","7001","January","LCU","1152.6","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2023","2023","7002","February","LCU","1152.6","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2023","2023","7003","March","LCU","1152.6","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2023","2023","7004","April","LCU","1152.6","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2023","2023","7005","May","LCU","1152.6","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2023","2023","7006","June","LCU","1152.6","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2023","2023","7007","July","LCU","1182.1","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2023","2023","7008","August","LCU","1182.4","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2023","2023","7009","September","LCU","1182.4","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2023","2023","7010","October","LCU","1213.8","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2023","2023","7011","November","LCU","1213.8","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01701","Beans, dry","2023","2023","7012","December","LCU","1213.8","A","Official figure"
"PP","Producer Prices","124","Canada","5531","Producer Price (SLC/tonne)","01701","Beans, dry","2016","2016","7021","Annual value","SLC","870.4","A","Official figure"
"PP","Producer Prices","124","Canada","5531","Producer Price (SLC/tonne)","01701","Beans, dry","2017","2017","7021","Annual value","SLC","806.8","A","Official figure"
"PP","Producer Prices","124","Canada","5531","Producer Price (SLC/tonne)","01701","Beans, dry","2018","2018","7021","Annual value","SLC","788.2","A","Official figure"
"PP","Producer Prices","124","Canada","5531","Producer Price (SLC/tonne)","01701","Beans, dry","2019","2019","7021","Annual value","SLC","800","A","Official figure"
"PP","Producer Prices","124","Canada","5531","Producer Price (SLC/tonne)","01701","Beans, dry","2020","2020","7021","Annual value","SLC","914.2","A","Official figure"
"PP","Producer Prices","124","Canada","5531","Producer Price (SLC/tonne)","01701","Beans, dry","2021","2021","7021","Annual value","SLC","1088.1","A","Official figure"
"PP","Producer Prices","124","Canada","5531","Producer Price (SLC/tonne)","01701","Beans, dry","2022","2022","7021","Annual value","SLC","1205.2","A","Official figure"
"PP","Producer Prices","124","Canada","5531","Producer Price (SLC/tonne)","01701","Beans, dry","2023","2023","7021","Annual value","SLC","1184.4","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","01701","Beans, dry","2016","2016","7021","Annual value","USD","656.7","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","01701","Beans, dry","2017","2017","7021","Annual value","USD","621.7","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","01701","Beans, dry","2018","2018","7021","Annual value","USD","608.3","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","01701","Beans, dry","2019","2019","7021","Annual value","USD","602.9","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","01701","Beans, dry","2020","2020","7021","Annual value","USD","681.7","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","01701","Beans, dry","2021","2021","7021","Annual value","USD","867.8","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","01701","Beans, dry","2022","2022","7021","Annual value","USD","926","A","Official figure"
"PP","Producer Prices","124","Canada","5532","Producer Price (USD/tonne)","01701","Beans, dry","2023","2023","7021","Annual value","USD","877.4","A","Official figure"
"PP","Producer Prices","124","Canada","5539","Producer Price Index (2014-2016 = 100)","01701","Beans, dry","2016","2016","7021","Annual value","","97.52","I","Value imputed by a receiving agency"
"PP","Producer Prices","124","Canada","5539","Producer Price Index (2014-2016 = 100)","01701","Beans, dry","2017","2017","7021","Annual value","","90.4","I","Value imputed by a receiving agency"
"PP","Producer Prices","124","Canada","5539","Producer Price Index (2014-2016 = 100)","01701","Beans, dry","2018","2018","7021","Annual value","","88.32","I","Value imputed by a receiving agency"
"PP","Producer Prices","124","Canada","5539","Producer Price Index (2014-2016 = 100)","01701","Beans, dry","2019","2019","7021","Annual value","","89.64","I","Value imputed by a receiving agency"
"PP","Producer Prices","124","Canada","5539","Producer Price Index (2014-2016 = 100)","01701","Beans, dry","2020","2020","7021","Annual value","","102.44","I","Value imputed by a receiving agency"
"PP","Producer Prices","124","Canada","5539","Producer Price Index (2014-2016 = 100)","01701","Beans, dry","2021","2021","7021","Annual value","","121.92","I","Value imputed by a receiving agency"
"PP","Producer Prices","124","Canada","5539","Producer Price Index (2014-2016 = 100)","01701","Beans, dry","2022","2022","7021","Annual value","","135.04","I","Value imputed by a receiving agency"
"PP","Producer Prices","124","Canada","5539","Producer Price Index (2014-2016 = 100)","01701","Beans, dry","2023","2023","7021","Annual value","","132.71","I","Value imputed by a receiving agency"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01355.01","Blueberries","2016","2016","7021","Annual value","LCU","1214.2","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01355.01","Blueberries","2016","2016","7001","January","LCU","1173","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01355.01","Blueberries","2016","2016","7007","July","LCU","1612","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01355.01","Blueberries","2016","2016","7008","August","LCU","1046","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01355.01","Blueberries","2016","2016","7009","September","LCU","1172","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01355.01","Blueberries","2016","2016","7010","October","LCU","1343","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01355.01","Blueberries","2016","2016","7011","November","LCU","1700","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01355.01","Blueberries","2016","2016","7012","December","LCU","1588","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01355.01","Blueberries","2017","2017","7021","Annual value","LCU","1360.9","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01355.01","Blueberries","2017","2017","7001","January","LCU","757","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01355.01","Blueberries","2017","2017","7007","July","LCU","1906","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01355.01","Blueberries","2017","2017","7008","August","LCU","1053","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01355.01","Blueberries","2017","2017","7009","September","LCU","1218","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01355.01","Blueberries","2017","2017","7010","October","LCU","1452","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01355.01","Blueberries","2017","2017","7011","November","LCU","1966","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01355.01","Blueberries","2017","2017","7012","December","LCU","1778","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01355.01","Blueberries","2018","2018","7021","Annual value","LCU","1676.4","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01355.01","Blueberries","2018","2018","7001","January","LCU","576","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01355.01","Blueberries","2018","2018","7007","July","LCU","2113","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01355.01","Blueberries","2018","2018","7008","August","LCU","1412","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01355.01","Blueberries","2018","2018","7009","September","LCU","1590","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01355.01","Blueberries","2018","2018","7010","October","LCU","1867","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01355.01","Blueberries","2018","2018","7011","November","LCU","2183","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01355.01","Blueberries","2018","2018","7012","December","LCU","2059","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01355.01","Blueberries","2019","2019","7021","Annual value","LCU","1727.4","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01355.01","Blueberries","2019","2019","7001","January","LCU","1110","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01355.01","Blueberries","2019","2019","7007","July","LCU","1846","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01355.01","Blueberries","2019","2019","7008","August","LCU","1406","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01355.01","Blueberries","2019","2019","7009","September","LCU","1514","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01355.01","Blueberries","2019","2019","7010","October","LCU","1619","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01355.01","Blueberries","2019","2019","7011","November","LCU","1871","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01355.01","Blueberries","2019","2019","7012","December","LCU","1798","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01355.01","Blueberries","2020","2020","7021","Annual value","LCU","1932.5","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01355.01","Blueberries","2020","2020","7001","January","LCU","1278.5","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01355.01","Blueberries","2020","2020","7007","July","LCU","1993.5","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01355.01","Blueberries","2020","2020","7008","August","LCU","1831.5","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01355.01","Blueberries","2020","2020","7009","September","LCU","1845.5","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01355.01","Blueberries","2020","2020","7010","October","LCU","1924.4","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01355.01","Blueberries","2020","2020","7011","November","LCU","1966.8","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01355.01","Blueberries","2020","2020","7012","December","LCU","1932.6","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01355.01","Blueberries","2021","2021","7021","Annual value","LCU","2172.8","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01355.01","Blueberries","2021","2021","7001","January","LCU","1766","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01355.01","Blueberries","2021","2021","7007","July","LCU","2304.4","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01355.01","Blueberries","2021","2021","7008","August","LCU","2173.6","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01355.01","Blueberries","2021","2021","7009","September","LCU","2166.2","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01355.01","Blueberries","2021","2021","7010","October","LCU","2163","A","Official figure"
"PP","Producer Prices","124","Canada","5530","Producer Price (LCU/tonne)","01355.01","Blueberries","2021","2021","7011","November","LCU","2254","A","Official figure"
