Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","484","Mexico","5510","Production","01216","Artichokes","2019","2019","t","2387.44","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01216","Artichokes","2020","2020","ha","268","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01216","Artichokes","2020","2020","kg/ha","12768.8","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01216","Artichokes","2020","2020","t","3423.45","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01216","Artichokes","2021","2021","ha","247","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01216","Artichokes","2021","2021","kg/ha","13197.3","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01216","Artichokes","2021","2021","t","3258.8","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01216","Artichokes","2022","2022","ha","144","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01216","Artichokes","2022","2022","kg/ha","14146.2","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01216","Artichokes","2022","2022","t","2029.98","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01216","Artichokes","2023","2023","ha","140","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01216","Artichokes","2023","2023","kg/ha","14478.4","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01216","Artichokes","2023","2023","t","2019.74","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01211","Asparagus","2016","2016","ha","24791","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01211","Asparagus","2016","2016","kg/ha","8747.8","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01211","Asparagus","2016","2016","t","216871.01","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01211","Asparagus","2017","2017","ha","26139","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01211","Asparagus","2017","2017","kg/ha","9399.1","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01211","Asparagus","2017","2017","t","245681.46","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01211","Asparagus","2018","2018","ha","30792","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01211","Asparagus","2018","2018","kg/ha","9018.1","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01211","Asparagus","2018","2018","t","277682.48","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01211","Asparagus","2019","2019","ha","30842","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01211","Asparagus","2019","2019","kg/ha","8825.8","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01211","Asparagus","2019","2019","t","272201.57","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01211","Asparagus","2020","2020","ha","31940","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01211","Asparagus","2020","2020","kg/ha","9410.6","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01211","Asparagus","2020","2020","t","300575.12","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01211","Asparagus","2021","2021","ha","34889","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01211","Asparagus","2021","2021","kg/ha","9429.7","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01211","Asparagus","2021","2021","t","328990.33","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01211","Asparagus","2022","2022","ha","35940","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01211","Asparagus","2022","2022","kg/ha","9956.6","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01211","Asparagus","2022","2022","t","357839.33","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01211","Asparagus","2023","2023","ha","37218","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01211","Asparagus","2023","2023","kg/ha","9331.3","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01211","Asparagus","2023","2023","t","347291.22","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5111","Stocks","02132","Asses","2016","2016","An","3284392","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","484","Mexico","5111","Stocks","02132","Asses","2017","2017","An","3285786","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","484","Mexico","5111","Stocks","02132","Asses","2018","2018","An","3287047","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","484","Mexico","5111","Stocks","02132","Asses","2019","2019","An","3288390","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","484","Mexico","5111","Stocks","02132","Asses","2020","2020","An","3295002","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","484","Mexico","5111","Stocks","02132","Asses","2021","2021","An","3296590","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","484","Mexico","5111","Stocks","02132","Asses","2022","2022","An","3298615","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","484","Mexico","5111","Stocks","02132","Asses","2023","2023","An","3300639","I","Value imputed by a receiving agency",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01311","Avocados","2016","2016","ha","180536","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01311","Avocados","2016","2016","kg/ha","10465.2","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01311","Avocados","2016","2016","t","1889353.51","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01311","Avocados","2017","2017","ha","188722","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01311","Avocados","2017","2017","kg/ha","10755.9","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01311","Avocados","2017","2017","t","2029885.85","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01311","Avocados","2018","2018","ha","206389","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01311","Avocados","2018","2018","kg/ha","10585.2","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01311","Avocados","2018","2018","t","2184663.07","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01311","Avocados","2019","2019","ha","215942","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01311","Avocados","2019","2019","kg/ha","10655.1","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01311","Avocados","2019","2019","t","2300888.9","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01311","Avocados","2020","2020","ha","224422","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01311","Avocados","2020","2020","kg/ha","10666.7","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01311","Avocados","2020","2020","t","2393848.57","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01311","Avocados","2021","2021","ha","226534","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01311","Avocados","2021","2021","kg/ha","10784","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01311","Avocados","2021","2021","t","2442944.64","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01311","Avocados","2022","2022","ha","236132","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01311","Avocados","2022","2022","kg/ha","10759.7","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01311","Avocados","2022","2022","t","2540715.37","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01311","Avocados","2023","2023","ha","253309","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01311","Avocados","2023","2023","kg/ha","11738","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01311","Avocados","2023","2023","t","2973344.42","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01312","Bananas","2016","2016","ha","78322","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01312","Bananas","2016","2016","kg/ha","30448.4","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01312","Bananas","2016","2016","t","2384778","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01312","Bananas","2017","2017","ha","77238","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01312","Bananas","2017","2017","kg/ha","28865.6","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01312","Bananas","2017","2017","t","2229519","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01312","Bananas","2018","2018","ha","78533","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01312","Bananas","2018","2018","kg/ha","29980.8","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01312","Bananas","2018","2018","t","2354479","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01312","Bananas","2019","2019","ha","79593","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01312","Bananas","2019","2019","kg/ha","30147","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01312","Bananas","2019","2019","t","2399490","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01312","Bananas","2020","2020","ha","79747","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01312","Bananas","2020","2020","kg/ha","30900","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01312","Bananas","2020","2020","t","2464171.34","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01312","Bananas","2021","2021","ha","79664","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01312","Bananas","2021","2021","kg/ha","30200.6","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01312","Bananas","2021","2021","t","2405891.33","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01312","Bananas","2022","2022","ha","84311","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01312","Bananas","2022","2022","kg/ha","30755.3","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01312","Bananas","2022","2022","t","2593024.74","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01312","Bananas","2023","2023","ha","85973","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01312","Bananas","2023","2023","kg/ha","30734.5","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01312","Bananas","2023","2023","t","2642338.39","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","0115","Barley","2016","2016","ha","329745","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","0115","Barley","2016","2016","kg/ha","2967","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","0115","Barley","2016","2016","t","978348.57","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","0115","Barley","2017","2017","ha","354757","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","0115","Barley","2017","2017","kg/ha","2841.8","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","0115","Barley","2017","2017","t","1008158.23","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","0115","Barley","2018","2018","ha","352113","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","0115","Barley","2018","2018","kg/ha","2864.5","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","0115","Barley","2018","2018","t","1008642.25","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","0115","Barley","2019","2019","ha","357994","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","0115","Barley","2019","2019","kg/ha","2693","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","0115","Barley","2019","2019","t","964082.55","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","0115","Barley","2020","2020","ha","294213","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","0115","Barley","2020","2020","kg/ha","2937.6","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","0115","Barley","2020","2020","t","864293.27","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","0115","Barley","2021","2021","ha","342871","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","0115","Barley","2021","2021","kg/ha","3012.2","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","0115","Barley","2021","2021","t","1032812.06","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","0115","Barley","2022","2022","ha","345910","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","0115","Barley","2022","2022","kg/ha","2960.2","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","0115","Barley","2022","2022","t","1023969.25","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","0115","Barley","2023","2023","ha","297445","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","0115","Barley","2023","2023","kg/ha","2797.3","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","0115","Barley","2023","2023","t","832037.28","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01701","Beans, dry","2016","2016","ha","1575989","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01701","Beans, dry","2016","2016","kg/ha","690.8","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01701","Beans, dry","2016","2016","t","1088766.73","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01701","Beans, dry","2017","2017","ha","1625213","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01701","Beans, dry","2017","2017","kg/ha","728.4","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01701","Beans, dry","2017","2017","t","1183868.06","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01701","Beans, dry","2018","2018","ha","1596224","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01701","Beans, dry","2018","2018","kg/ha","749.4","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01701","Beans, dry","2018","2018","t","1196156.27","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01701","Beans, dry","2019","2019","ha","1207395","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01701","Beans, dry","2019","2019","kg/ha","728.3","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01701","Beans, dry","2019","2019","t","879404.13","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01701","Beans, dry","2020","2020","ha","1567339","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01701","Beans, dry","2020","2020","kg/ha","673.8","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01701","Beans, dry","2020","2020","t","1056070.61","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01701","Beans, dry","2021","2021","ha","1669502","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01701","Beans, dry","2021","2021","kg/ha","772","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01701","Beans, dry","2021","2021","t","1288806.47","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01701","Beans, dry","2022","2022","ha","1448902","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01701","Beans, dry","2022","2022","kg/ha","666.3","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01701","Beans, dry","2022","2022","t","965370.65","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01701","Beans, dry","2023","2023","ha","761317","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01701","Beans, dry","2023","2023","kg/ha","950.5","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01701","Beans, dry","2023","2023","t","723642.32","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","24310.01","Beer of barley, malted","2016","2016","t","10431595","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","24310.01","Beer of barley, malted","2017","2017","t","11005496","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","24310.01","Beer of barley, malted","2018","2018","t","12162562","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","24310.01","Beer of barley, malted","2019","2019","t","12450242","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","24310.01","Beer of barley, malted","2020","2020","t","11868343","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","24310.01","Beer of barley, malted","2021","2021","t","12401164","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","24310.01","Beer of barley, malted","2022","2022","t","13019309","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5114","Stocks","02196","Bees","2016","2016","No","1859350","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5114","Stocks","02196","Bees","2017","2017","No","1853807","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5114","Stocks","02196","Bees","2018","2018","No","2172107","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5114","Stocks","02196","Bees","2019","2019","No","2157866","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5114","Stocks","02196","Bees","2020","2020","No","2148420","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5114","Stocks","02196","Bees","2021","2021","No","2226049","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5114","Stocks","02196","Bees","2022","2022","No","2315355","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5114","Stocks","02196","Bees","2023","2023","No","2201329","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","02960.01","Beeswax","2016","2016","t","1844","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","02960.01","Beeswax","2017","2017","t","1618","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","02960.01","Beeswax","2018","2018","t","1684","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","02960.01","Beeswax","2019","2019","t","1650","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","02960.01","Beeswax","2020","2020","t","1293","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","02960.01","Beeswax","2021","2021","t","1525","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","02960.01","Beeswax","2022","2022","t","1533","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","02960.01","Beeswax","2023","2023","t","1360","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01355.01","Blueberries","2016","2016","ha","2946","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01355.01","Blueberries","2016","2016","kg/ha","9865.4","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01355.01","Blueberries","2016","2016","t","29066.69","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01355.01","Blueberries","2017","2017","ha","3334","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01355.01","Blueberries","2017","2017","kg/ha","11007.2","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01355.01","Blueberries","2017","2017","t","36699.7","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01355.01","Blueberries","2018","2018","ha","3611","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01355.01","Blueberries","2018","2018","kg/ha","11146.4","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01355.01","Blueberries","2018","2018","t","40251.34","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01355.01","Blueberries","2019","2019","ha","4319","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01355.01","Blueberries","2019","2019","kg/ha","11343.9","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01355.01","Blueberries","2019","2019","t","48998.58","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01355.01","Blueberries","2020","2020","ha","4610","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01355.01","Blueberries","2020","2020","kg/ha","10909.5","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01355.01","Blueberries","2020","2020","t","50292.63","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01355.01","Blueberries","2021","2021","ha","5833","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01355.01","Blueberries","2021","2021","kg/ha","11398.1","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01355.01","Blueberries","2021","2021","t","66481.52","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01355.01","Blueberries","2022","2022","ha","4331","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01355.01","Blueberries","2022","2022","kg/ha","15434.5","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01355.01","Blueberries","2022","2022","t","66846.62","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01355.01","Blueberries","2023","2023","ha","5836","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01355.01","Blueberries","2023","2023","kg/ha","13731.6","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01355.01","Blueberries","2023","2023","t","80133.49","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01702","Broad beans and horse beans, dry","2016","2016","ha","23781","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01702","Broad beans and horse beans, dry","2016","2016","kg/ha","1554.6","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01702","Broad beans and horse beans, dry","2016","2016","t","36969.77","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01702","Broad beans and horse beans, dry","2017","2017","ha","20768","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01702","Broad beans and horse beans, dry","2017","2017","kg/ha","1567.6","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01702","Broad beans and horse beans, dry","2017","2017","t","32555.94","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01702","Broad beans and horse beans, dry","2018","2018","ha","21166","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01702","Broad beans and horse beans, dry","2018","2018","kg/ha","1750.3","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01702","Broad beans and horse beans, dry","2018","2018","t","37046.61","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01702","Broad beans and horse beans, dry","2019","2019","ha","20644","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01702","Broad beans and horse beans, dry","2019","2019","kg/ha","1480.7","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01702","Broad beans and horse beans, dry","2019","2019","t","30567.82","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01702","Broad beans and horse beans, dry","2020","2020","ha","23370","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01702","Broad beans and horse beans, dry","2020","2020","kg/ha","1587.9","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01702","Broad beans and horse beans, dry","2020","2020","t","37108.04","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01702","Broad beans and horse beans, dry","2021","2021","ha","23401","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01702","Broad beans and horse beans, dry","2021","2021","kg/ha","1605.8","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01702","Broad beans and horse beans, dry","2021","2021","t","37578.07","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01702","Broad beans and horse beans, dry","2022","2022","ha","17231","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01702","Broad beans and horse beans, dry","2022","2022","kg/ha","1364.8","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01702","Broad beans and horse beans, dry","2022","2022","t","23517.17","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01702","Broad beans and horse beans, dry","2023","2023","ha","16907","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01702","Broad beans and horse beans, dry","2023","2023","kg/ha","1671.7","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01702","Broad beans and horse beans, dry","2023","2023","t","28262.29","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01243","Broad beans and horse beans, green","2016","2016","ha","13102","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01243","Broad beans and horse beans, green","2016","2016","kg/ha","6271.3","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01243","Broad beans and horse beans, green","2016","2016","t","82168.04","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01243","Broad beans and horse beans, green","2017","2017","ha","11601","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01243","Broad beans and horse beans, green","2017","2017","kg/ha","6564.6","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01243","Broad beans and horse beans, green","2017","2017","t","76157.96","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01243","Broad beans and horse beans, green","2018","2018","ha","11807","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01243","Broad beans and horse beans, green","2018","2018","kg/ha","6371.7","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01243","Broad beans and horse beans, green","2018","2018","t","75231.7","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01243","Broad beans and horse beans, green","2019","2019","ha","11397","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01243","Broad beans and horse beans, green","2019","2019","kg/ha","6298.7","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5510","Production","01243","Broad beans and horse beans, green","2019","2019","t","71785.13","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5312","Area harvested","01243","Broad beans and horse beans, green","2020","2020","ha","13007","A","Official figure",""
"QCL","Crops and livestock products","484","Mexico","5412","Yield","01243","Broad beans and horse beans, green","2020","2020","kg/ha","6345.7","A","Official figure",""
