Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Source Code,Source,Unit,Value,Flag,Flag Description,Note
"GT","Emissions totals","124","Canada","724413","Emissions (CO2eq) from CH4 (AR5)","6994","On-farm energy use","2018","2018","3050","FAO TIER 1","kt","495.2864","E","Estimated value",""
"GT","Emissions totals","124","Canada","724313","Emissions (CO2eq) from N2O (AR5)","6994","On-farm energy use","2018","2018","3050","FAO TIER 1","kt","1441.229","E","Estimated value",""
"GT","Emissions totals","124","Canada","723113","Emissions (CO2eq) (AR5)","6994","On-farm energy use","2018","2018","3050","FAO TIER 1","kt","24821.8567","E","Estimated value",""
"GT","Emissions totals","124","Canada","7225","Emissions (CH4)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kt","17.7743","E","Estimated value",""
"GT","Emissions totals","124","Canada","7230","Emissions (N2O)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kt","5.1487","E","Estimated value",""
"GT","Emissions totals","124","Canada","7273","Emissions (CO2)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kt","22163.4544","E","Estimated value",""
"GT","Emissions totals","124","Canada","724413","Emissions (CO2eq) from CH4 (AR5)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kt","497.6804","E","Estimated value",""
"GT","Emissions totals","124","Canada","724313","Emissions (CO2eq) from N2O (AR5)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kt","1364.4055","E","Estimated value",""
"GT","Emissions totals","124","Canada","723113","Emissions (CO2eq) (AR5)","6994","On-farm energy use","2019","2019","3050","FAO TIER 1","kt","24025.5403","E","Estimated value",""
"GT","Emissions totals","124","Canada","7225","Emissions (CH4)","6994","On-farm energy use","2020","2020","3050","FAO TIER 1","kt","17.3754","E","Estimated value",""
"GT","Emissions totals","124","Canada","7230","Emissions (N2O)","6994","On-farm energy use","2020","2020","3050","FAO TIER 1","kt","4.9163","E","Estimated value",""
"GT","Emissions totals","124","Canada","7273","Emissions (CO2)","6994","On-farm energy use","2020","2020","3050","FAO TIER 1","kt","21014.911","E","Estimated value",""
"GT","Emissions totals","124","Canada","724413","Emissions (CO2eq) from CH4 (AR5)","6994","On-farm energy use","2020","2020","3050","FAO TIER 1","kt","486.5112","E","Estimated value",""
"GT","Emissions totals","124","Canada","724313","Emissions (CO2eq) from N2O (AR5)","6994","On-farm energy use","2020","2020","3050","FAO TIER 1","kt","1302.8195","E","Estimated value",""
"GT","Emissions totals","124","Canada","723113","Emissions (CO2eq) (AR5)","6994","On-farm energy use","2020","2020","3050","FAO TIER 1","kt","22804.2417","E","Estimated value",""
"GT","Emissions totals","124","Canada","7225","Emissions (CH4)","6994","On-farm energy use","2021","2021","3050","FAO TIER 1","kt","17.8782","E","Estimated value",""
"GT","Emissions totals","124","Canada","7230","Emissions (N2O)","6994","On-farm energy use","2021","2021","3050","FAO TIER 1","kt","5.0238","E","Estimated value",""
"GT","Emissions totals","124","Canada","7273","Emissions (CO2)","6994","On-farm energy use","2021","2021","3050","FAO TIER 1","kt","21829.7143","E","Estimated value",""
"GT","Emissions totals","124","Canada","724413","Emissions (CO2eq) from CH4 (AR5)","6994","On-farm energy use","2021","2021","3050","FAO TIER 1","kt","500.5896","E","Estimated value",""
"GT","Emissions totals","124","Canada","724313","Emissions (CO2eq) from N2O (AR5)","6994","On-farm energy use","2021","2021","3050","FAO TIER 1","kt","1331.307","E","Estimated value",""
"GT","Emissions totals","124","Canada","723113","Emissions (CO2eq) (AR5)","6994","On-farm energy use","2021","2021","3050","FAO TIER 1","kt","23661.6109","E","Estimated value",""
"GT","Emissions totals","124","Canada","7225","Emissions (CH4)","6994","On-farm energy use","2022","2022","3050","FAO TIER 1","kt","17.8465","E","Estimated value",""
"GT","Emissions totals","124","Canada","7230","Emissions (N2O)","6994","On-farm energy use","2022","2022","3050","FAO TIER 1","kt","4.9499","E","Estimated value",""
"GT","Emissions totals","124","Canada","7273","Emissions (CO2)","6994","On-farm energy use","2022","2022","3050","FAO TIER 1","kt","21804.0473","E","Estimated value",""
"GT","Emissions totals","124","Canada","724413","Emissions (CO2eq) from CH4 (AR5)","6994","On-farm energy use","2022","2022","3050","FAO TIER 1","kt","499.702","E","Estimated value",""
"GT","Emissions totals","124","Canada","724313","Emissions (CO2eq) from N2O (AR5)","6994","On-farm energy use","2022","2022","3050","FAO TIER 1","kt","1311.7235","E","Estimated value",""
"GT","Emissions totals","124","Canada","723113","Emissions (CO2eq) (AR5)","6994","On-farm energy use","2022","2022","3050","FAO TIER 1","kt","23615.4728","E","Estimated value",""
"GT","Emissions totals","124","Canada","7225","Emissions (CH4)","6994","On-farm energy use","2023","2023","3050","FAO TIER 1","kt","17.8447","E","Estimated value",""
"GT","Emissions totals","124","Canada","7230","Emissions (N2O)","6994","On-farm energy use","2023","2023","3050","FAO TIER 1","kt","4.8411","E","Estimated value",""
"GT","Emissions totals","124","Canada","7273","Emissions (CO2)","6994","On-farm energy use","2023","2023","3050","FAO TIER 1","kt","21427.4784","E","Estimated value",""
"GT","Emissions totals","124","Canada","724413","Emissions (CO2eq) from CH4 (AR5)","6994","On-farm energy use","2023","2023","3050","FAO TIER 1","kt","499.6516","E","Estimated value",""
"GT","Emissions totals","124","Canada","724313","Emissions (CO2eq) from N2O (AR5)","6994","On-farm energy use","2023","2023","3050","FAO TIER 1","kt","1282.8915","E","Estimated value",""
"GT","Emissions totals","124","Canada","723113","Emissions (CO2eq) (AR5)","6994","On-farm energy use","2023","2023","3050","FAO TIER 1","kt","23210.0215","E","Estimated value",""
"GT","Emissions totals","124","Canada","7273","Emissions (CO2)","6751","Forest","2016","2016","3050","FAO TIER 1","kt","70923.1208","E","Estimated value",""
"GT","Emissions totals","124","Canada","723113","Emissions (CO2eq) (AR5)","6751","Forest","2016","2016","3050","FAO TIER 1","kt","70923.1208","E","Estimated value",""
"GT","Emissions totals","124","Canada","7273","Emissions (CO2)","6751","Forest","2017","2017","3050","FAO TIER 1","kt","70923.1208","E","Estimated value",""
"GT","Emissions totals","124","Canada","723113","Emissions (CO2eq) (AR5)","6751","Forest","2017","2017","3050","FAO TIER 1","kt","70923.1208","E","Estimated value",""
"GT","Emissions totals","124","Canada","7273","Emissions (CO2)","6751","Forest","2018","2018","3050","FAO TIER 1","kt","70923.1208","E","Estimated value",""
"GT","Emissions totals","124","Canada","723113","Emissions (CO2eq) (AR5)","6751","Forest","2018","2018","3050","FAO TIER 1","kt","70923.1208","E","Estimated value",""
"GT","Emissions totals","124","Canada","7273","Emissions (CO2)","6751","Forest","2019","2019","3050","FAO TIER 1","kt","70923.1208","E","Estimated value",""
"GT","Emissions totals","124","Canada","723113","Emissions (CO2eq) (AR5)","6751","Forest","2019","2019","3050","FAO TIER 1","kt","70923.1208","E","Estimated value",""
"GT","Emissions totals","124","Canada","7273","Emissions (CO2)","6751","Forest","2020","2020","3050","FAO TIER 1","kt","70923.1208","E","Estimated value",""
"GT","Emissions totals","124","Canada","723113","Emissions (CO2eq) (AR5)","6751","Forest","2020","2020","3050","FAO TIER 1","kt","70923.1208","E","Estimated value",""
"GT","Emissions totals","124","Canada","7273","Emissions (CO2)","6751","Forest","2021","2021","3050","FAO TIER 1","kt","10736.7951","E","Estimated value",""
"GT","Emissions totals","124","Canada","723113","Emissions (CO2eq) (AR5)","6751","Forest","2021","2021","3050","FAO TIER 1","kt","10736.7951","E","Estimated value",""
"GT","Emissions totals","124","Canada","7273","Emissions (CO2)","6751","Forest","2022","2022","3050","FAO TIER 1","kt","10736.7951","E","Estimated value",""
"GT","Emissions totals","124","Canada","723113","Emissions (CO2eq) (AR5)","6751","Forest","2022","2022","3050","FAO TIER 1","kt","10736.7951","E","Estimated value",""
"GT","Emissions totals","124","Canada","7273","Emissions (CO2)","6751","Forest","2023","2023","3050","FAO TIER 1","kt","10736.7951","E","Estimated value",""
"GT","Emissions totals","124","Canada","723113","Emissions (CO2eq) (AR5)","6751","Forest","2023","2023","3050","FAO TIER 1","kt","10736.7951","E","Estimated value",""
"GT","Emissions totals","124","Canada","7273","Emissions (CO2)","6750","Net Forest conversion","2016","2016","3050","FAO TIER 1","kt","52760.8792","E","Estimated value",""
"GT","Emissions totals","124","Canada","723113","Emissions (CO2eq) (AR5)","6750","Net Forest conversion","2016","2016","3050","FAO TIER 1","kt","52760.8792","E","Estimated value",""
"GT","Emissions totals","124","Canada","7273","Emissions (CO2)","6750","Net Forest conversion","2017","2017","3050","FAO TIER 1","kt","52760.8792","E","Estimated value",""
"GT","Emissions totals","124","Canada","723113","Emissions (CO2eq) (AR5)","6750","Net Forest conversion","2017","2017","3050","FAO TIER 1","kt","52760.8792","E","Estimated value",""
"GT","Emissions totals","124","Canada","7273","Emissions (CO2)","6750","Net Forest conversion","2018","2018","3050","FAO TIER 1","kt","52760.8792","E","Estimated value",""
"GT","Emissions totals","124","Canada","723113","Emissions (CO2eq) (AR5)","6750","Net Forest conversion","2018","2018","3050","FAO TIER 1","kt","52760.8792","E","Estimated value",""
"GT","Emissions totals","124","Canada","7273","Emissions (CO2)","6750","Net Forest conversion","2019","2019","3050","FAO TIER 1","kt","52760.8792","E","Estimated value",""
"GT","Emissions totals","124","Canada","723113","Emissions (CO2eq) (AR5)","6750","Net Forest conversion","2019","2019","3050","FAO TIER 1","kt","52760.8792","E","Estimated value",""
"GT","Emissions totals","124","Canada","7273","Emissions (CO2)","6750","Net Forest conversion","2020","2020","3050","FAO TIER 1","kt","52760.8792","E","Estimated value",""
"GT","Emissions totals","124","Canada","723113","Emissions (CO2eq) (AR5)","6750","Net Forest conversion","2020","2020","3050","FAO TIER 1","kt","52760.8792","E","Estimated value",""
"GT","Emissions totals","124","Canada","7273","Emissions (CO2)","6750","Net Forest conversion","2021","2021","3050","FAO TIER 1","kt","92699.8716","E","Estimated value",""
"GT","Emissions totals","124","Canada","723113","Emissions (CO2eq) (AR5)","6750","Net Forest conversion","2021","2021","3050","FAO TIER 1","kt","92699.8716","E","Estimated value",""
"GT","Emissions totals","124","Canada","7273","Emissions (CO2)","6750","Net Forest conversion","2022","2022","3050","FAO TIER 1","kt","92699.8716","E","Estimated value",""
"GT","Emissions totals","124","Canada","723113","Emissions (CO2eq) (AR5)","6750","Net Forest conversion","2022","2022","3050","FAO TIER 1","kt","92699.8716","E","Estimated value",""
"GT","Emissions totals","124","Canada","7273","Emissions (CO2)","6750","Net Forest conversion","2023","2023","3050","FAO TIER 1","kt","92699.8716","E","Estimated value",""
"GT","Emissions totals","124","Canada","723113","Emissions (CO2eq) (AR5)","6750","Net Forest conversion","2023","2023","3050","FAO TIER 1","kt","92699.8716","E","Estimated value",""
"GT","Emissions totals","124","Canada","7225","Emissions (CH4)","6795","Savanna fires","2016","2016","3050","FAO TIER 1","kt","6.0289","E","Estimated value",""
"GT","Emissions totals","124","Canada","7230","Emissions (N2O)","6795","Savanna fires","2016","2016","3050","FAO TIER 1","kt","0.5505","E","Estimated value",""
"GT","Emissions totals","124","Canada","724413","Emissions (CO2eq) from CH4 (AR5)","6795","Savanna fires","2016","2016","3050","FAO TIER 1","kt","168.8092","E","Estimated value",""
"GT","Emissions totals","124","Canada","724313","Emissions (CO2eq) from N2O (AR5)","6795","Savanna fires","2016","2016","3050","FAO TIER 1","kt","145.8825","E","Estimated value",""
"GT","Emissions totals","124","Canada","723113","Emissions (CO2eq) (AR5)","6795","Savanna fires","2016","2016","3050","FAO TIER 1","kt","314.6917","E","Estimated value",""
"GT","Emissions totals","124","Canada","7225","Emissions (CH4)","6795","Savanna fires","2017","2017","3050","FAO TIER 1","kt","21.3578","E","Estimated value",""
"GT","Emissions totals","124","Canada","7230","Emissions (N2O)","6795","Savanna fires","2017","2017","3050","FAO TIER 1","kt","1.9501","E","Estimated value",""
"GT","Emissions totals","124","Canada","724413","Emissions (CO2eq) from CH4 (AR5)","6795","Savanna fires","2017","2017","3050","FAO TIER 1","kt","598.0184","E","Estimated value",""
"GT","Emissions totals","124","Canada","724313","Emissions (CO2eq) from N2O (AR5)","6795","Savanna fires","2017","2017","3050","FAO TIER 1","kt","516.7765","E","Estimated value",""
"GT","Emissions totals","124","Canada","723113","Emissions (CO2eq) (AR5)","6795","Savanna fires","2017","2017","3050","FAO TIER 1","kt","1114.7949","E","Estimated value",""
"GT","Emissions totals","124","Canada","7225","Emissions (CH4)","6795","Savanna fires","2018","2018","3050","FAO TIER 1","kt","9.4264","E","Estimated value",""
"GT","Emissions totals","124","Canada","7230","Emissions (N2O)","6795","Savanna fires","2018","2018","3050","FAO TIER 1","kt","0.8607","E","Estimated value",""
"GT","Emissions totals","124","Canada","724413","Emissions (CO2eq) from CH4 (AR5)","6795","Savanna fires","2018","2018","3050","FAO TIER 1","kt","263.9392","E","Estimated value",""
"GT","Emissions totals","124","Canada","724313","Emissions (CO2eq) from N2O (AR5)","6795","Savanna fires","2018","2018","3050","FAO TIER 1","kt","228.0855","E","Estimated value",""
"GT","Emissions totals","124","Canada","723113","Emissions (CO2eq) (AR5)","6795","Savanna fires","2018","2018","3050","FAO TIER 1","kt","492.0247","E","Estimated value",""
"GT","Emissions totals","124","Canada","7225","Emissions (CH4)","6795","Savanna fires","2019","2019","3050","FAO TIER 1","kt","7.6245","E","Estimated value",""
"GT","Emissions totals","124","Canada","7230","Emissions (N2O)","6795","Savanna fires","2019","2019","3050","FAO TIER 1","kt","0.6961","E","Estimated value",""
"GT","Emissions totals","124","Canada","724413","Emissions (CO2eq) from CH4 (AR5)","6795","Savanna fires","2019","2019","3050","FAO TIER 1","kt","213.486","E","Estimated value",""
"GT","Emissions totals","124","Canada","724313","Emissions (CO2eq) from N2O (AR5)","6795","Savanna fires","2019","2019","3050","FAO TIER 1","kt","184.4665","E","Estimated value",""
"GT","Emissions totals","124","Canada","723113","Emissions (CO2eq) (AR5)","6795","Savanna fires","2019","2019","3050","FAO TIER 1","kt","397.9525","E","Estimated value",""
"GT","Emissions totals","124","Canada","7225","Emissions (CH4)","6795","Savanna fires","2020","2020","3050","FAO TIER 1","kt","0.9813","E","Estimated value",""
"GT","Emissions totals","124","Canada","7230","Emissions (N2O)","6795","Savanna fires","2020","2020","3050","FAO TIER 1","kt","0.0896","E","Estimated value",""
"GT","Emissions totals","124","Canada","724413","Emissions (CO2eq) from CH4 (AR5)","6795","Savanna fires","2020","2020","3050","FAO TIER 1","kt","27.4764","E","Estimated value",""
"GT","Emissions totals","124","Canada","724313","Emissions (CO2eq) from N2O (AR5)","6795","Savanna fires","2020","2020","3050","FAO TIER 1","kt","23.744","E","Estimated value",""
"GT","Emissions totals","124","Canada","723113","Emissions (CO2eq) (AR5)","6795","Savanna fires","2020","2020","3050","FAO TIER 1","kt","51.2204","E","Estimated value",""
"GT","Emissions totals","124","Canada","7225","Emissions (CH4)","6795","Savanna fires","2021","2021","3050","FAO TIER 1","kt","23.7662","E","Estimated value",""
"GT","Emissions totals","124","Canada","7230","Emissions (N2O)","6795","Savanna fires","2021","2021","3050","FAO TIER 1","kt","2.17","E","Estimated value",""
"GT","Emissions totals","124","Canada","724413","Emissions (CO2eq) from CH4 (AR5)","6795","Savanna fires","2021","2021","3050","FAO TIER 1","kt","665.4536","E","Estimated value",""
"GT","Emissions totals","124","Canada","724313","Emissions (CO2eq) from N2O (AR5)","6795","Savanna fires","2021","2021","3050","FAO TIER 1","kt","575.05","E","Estimated value",""
"GT","Emissions totals","124","Canada","723113","Emissions (CO2eq) (AR5)","6795","Savanna fires","2021","2021","3050","FAO TIER 1","kt","1240.5036","E","Estimated value",""
"GT","Emissions totals","124","Canada","7225","Emissions (CH4)","6795","Savanna fires","2022","2022","3050","FAO TIER 1","kt","8.8178","E","Estimated value",""
"GT","Emissions totals","124","Canada","7230","Emissions (N2O)","6795","Savanna fires","2022","2022","3050","FAO TIER 1","kt","0.8051","E","Estimated value",""
"GT","Emissions totals","124","Canada","724413","Emissions (CO2eq) from CH4 (AR5)","6795","Savanna fires","2022","2022","3050","FAO TIER 1","kt","246.8984","E","Estimated value",""
"GT","Emissions totals","124","Canada","724313","Emissions (CO2eq) from N2O (AR5)","6795","Savanna fires","2022","2022","3050","FAO TIER 1","kt","213.3515","E","Estimated value",""
"GT","Emissions totals","124","Canada","723113","Emissions (CO2eq) (AR5)","6795","Savanna fires","2022","2022","3050","FAO TIER 1","kt","460.2499","E","Estimated value",""
"GT","Emissions totals","124","Canada","7225","Emissions (CH4)","6795","Savanna fires","2023","2023","3050","FAO TIER 1","kt","94.9729","E","Estimated value",""
"GT","Emissions totals","124","Canada","7230","Emissions (N2O)","6795","Savanna fires","2023","2023","3050","FAO TIER 1","kt","8.6714","E","Estimated value",""
"GT","Emissions totals","124","Canada","724413","Emissions (CO2eq) from CH4 (AR5)","6795","Savanna fires","2023","2023","3050","FAO TIER 1","kt","2659.2412","E","Estimated value",""
"GT","Emissions totals","124","Canada","724313","Emissions (CO2eq) from N2O (AR5)","6795","Savanna fires","2023","2023","3050","FAO TIER 1","kt","2297.921","E","Estimated value",""
"GT","Emissions totals","124","Canada","723113","Emissions (CO2eq) (AR5)","6795","Savanna fires","2023","2023","3050","FAO TIER 1","kt","4957.1622","E","Estimated value",""
"GT","Emissions totals","124","Canada","7225","Emissions (CH4)","6993","Fires in organic soils","2016","2016","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","124","Canada","7273","Emissions (CO2)","6993","Fires in organic soils","2016","2016","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","124","Canada","724413","Emissions (CO2eq) from CH4 (AR5)","6993","Fires in organic soils","2016","2016","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","124","Canada","723113","Emissions (CO2eq) (AR5)","6993","Fires in organic soils","2016","2016","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","124","Canada","7225","Emissions (CH4)","6993","Fires in organic soils","2017","2017","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","124","Canada","7273","Emissions (CO2)","6993","Fires in organic soils","2017","2017","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","124","Canada","724413","Emissions (CO2eq) from CH4 (AR5)","6993","Fires in organic soils","2017","2017","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","124","Canada","723113","Emissions (CO2eq) (AR5)","6993","Fires in organic soils","2017","2017","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","124","Canada","7225","Emissions (CH4)","6993","Fires in organic soils","2018","2018","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","124","Canada","7273","Emissions (CO2)","6993","Fires in organic soils","2018","2018","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","124","Canada","724413","Emissions (CO2eq) from CH4 (AR5)","6993","Fires in organic soils","2018","2018","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","124","Canada","723113","Emissions (CO2eq) (AR5)","6993","Fires in organic soils","2018","2018","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","124","Canada","7225","Emissions (CH4)","6993","Fires in organic soils","2019","2019","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","124","Canada","7273","Emissions (CO2)","6993","Fires in organic soils","2019","2019","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","124","Canada","724413","Emissions (CO2eq) from CH4 (AR5)","6993","Fires in organic soils","2019","2019","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","124","Canada","723113","Emissions (CO2eq) (AR5)","6993","Fires in organic soils","2019","2019","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","124","Canada","7225","Emissions (CH4)","6993","Fires in organic soils","2020","2020","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","124","Canada","7273","Emissions (CO2)","6993","Fires in organic soils","2020","2020","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","124","Canada","724413","Emissions (CO2eq) from CH4 (AR5)","6993","Fires in organic soils","2020","2020","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","124","Canada","723113","Emissions (CO2eq) (AR5)","6993","Fires in organic soils","2020","2020","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","124","Canada","7225","Emissions (CH4)","6993","Fires in organic soils","2021","2021","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","124","Canada","7273","Emissions (CO2)","6993","Fires in organic soils","2021","2021","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","124","Canada","724413","Emissions (CO2eq) from CH4 (AR5)","6993","Fires in organic soils","2021","2021","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","124","Canada","723113","Emissions (CO2eq) (AR5)","6993","Fires in organic soils","2021","2021","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","124","Canada","7225","Emissions (CH4)","6993","Fires in organic soils","2022","2022","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","124","Canada","7273","Emissions (CO2)","6993","Fires in organic soils","2022","2022","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","124","Canada","724413","Emissions (CO2eq) from CH4 (AR5)","6993","Fires in organic soils","2022","2022","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","124","Canada","723113","Emissions (CO2eq) (AR5)","6993","Fires in organic soils","2022","2022","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","124","Canada","7225","Emissions (CH4)","6993","Fires in organic soils","2023","2023","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","124","Canada","7273","Emissions (CO2)","6993","Fires in organic soils","2023","2023","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","124","Canada","724413","Emissions (CO2eq) from CH4 (AR5)","6993","Fires in organic soils","2023","2023","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","124","Canada","723113","Emissions (CO2eq) (AR5)","6993","Fires in organic soils","2023","2023","3050","FAO TIER 1","kt","0","E","Estimated value",""
"GT","Emissions totals","124","Canada","7225","Emissions (CH4)","6992","Forest fires","2016","2016","3050","FAO TIER 1","kt","20.2858","E","Estimated value",""
"GT","Emissions totals","124","Canada","7230","Emissions (N2O)","6992","Forest fires","2016","2016","3050","FAO TIER 1","kt","1.8522","E","Estimated value",""
"GT","Emissions totals","124","Canada","724413","Emissions (CO2eq) from CH4 (AR5)","6992","Forest fires","2016","2016","3050","FAO TIER 1","kt","568.0024","E","Estimated value",""
"GT","Emissions totals","124","Canada","724313","Emissions (CO2eq) from N2O (AR5)","6992","Forest fires","2016","2016","3050","FAO TIER 1","kt","490.833","E","Estimated value",""
"GT","Emissions totals","124","Canada","723113","Emissions (CO2eq) (AR5)","6992","Forest fires","2016","2016","3050","FAO TIER 1","kt","1058.8354","E","Estimated value",""
"GT","Emissions totals","124","Canada","7225","Emissions (CH4)","6992","Forest fires","2017","2017","3050","FAO TIER 1","kt","26.1074","E","Estimated value",""
"GT","Emissions totals","124","Canada","7230","Emissions (N2O)","6992","Forest fires","2017","2017","3050","FAO TIER 1","kt","2.3837","E","Estimated value",""
"GT","Emissions totals","124","Canada","724413","Emissions (CO2eq) from CH4 (AR5)","6992","Forest fires","2017","2017","3050","FAO TIER 1","kt","731.0072","E","Estimated value",""
"GT","Emissions totals","124","Canada","724313","Emissions (CO2eq) from N2O (AR5)","6992","Forest fires","2017","2017","3050","FAO TIER 1","kt","631.6805","E","Estimated value",""
"GT","Emissions totals","124","Canada","723113","Emissions (CO2eq) (AR5)","6992","Forest fires","2017","2017","3050","FAO TIER 1","kt","1362.6877","E","Estimated value",""
"GT","Emissions totals","124","Canada","7225","Emissions (CH4)","6992","Forest fires","2018","2018","3050","FAO TIER 1","kt","63.5046","E","Estimated value",""
"GT","Emissions totals","124","Canada","7230","Emissions (N2O)","6992","Forest fires","2018","2018","3050","FAO TIER 1","kt","5.7982","E","Estimated value",""
"GT","Emissions totals","124","Canada","724413","Emissions (CO2eq) from CH4 (AR5)","6992","Forest fires","2018","2018","3050","FAO TIER 1","kt","1778.1288","E","Estimated value",""
"GT","Emissions totals","124","Canada","724313","Emissions (CO2eq) from N2O (AR5)","6992","Forest fires","2018","2018","3050","FAO TIER 1","kt","1536.523","E","Estimated value",""
"GT","Emissions totals","124","Canada","723113","Emissions (CO2eq) (AR5)","6992","Forest fires","2018","2018","3050","FAO TIER 1","kt","3314.6518","E","Estimated value",""
"GT","Emissions totals","124","Canada","7225","Emissions (CH4)","6992","Forest fires","2019","2019","3050","FAO TIER 1","kt","28.1474","E","Estimated value",""
"GT","Emissions totals","124","Canada","7230","Emissions (N2O)","6992","Forest fires","2019","2019","3050","FAO TIER 1","kt","2.57","E","Estimated value",""
"GT","Emissions totals","124","Canada","724413","Emissions (CO2eq) from CH4 (AR5)","6992","Forest fires","2019","2019","3050","FAO TIER 1","kt","788.1272","E","Estimated value",""
"GT","Emissions totals","124","Canada","724313","Emissions (CO2eq) from N2O (AR5)","6992","Forest fires","2019","2019","3050","FAO TIER 1","kt","681.05","E","Estimated value",""
"GT","Emissions totals","124","Canada","723113","Emissions (CO2eq) (AR5)","6992","Forest fires","2019","2019","3050","FAO TIER 1","kt","1469.1772","E","Estimated value",""
"GT","Emissions totals","124","Canada","7225","Emissions (CH4)","6992","Forest fires","2020","2020","3050","FAO TIER 1","kt","4.0396","E","Estimated value",""
"GT","Emissions totals","124","Canada","7230","Emissions (N2O)","6992","Forest fires","2020","2020","3050","FAO TIER 1","kt","0.3688","E","Estimated value",""
"GT","Emissions totals","124","Canada","724413","Emissions (CO2eq) from CH4 (AR5)","6992","Forest fires","2020","2020","3050","FAO TIER 1","kt","113.1088","E","Estimated value",""
"GT","Emissions totals","124","Canada","724313","Emissions (CO2eq) from N2O (AR5)","6992","Forest fires","2020","2020","3050","FAO TIER 1","kt","97.732","E","Estimated value",""
"GT","Emissions totals","124","Canada","723113","Emissions (CO2eq) (AR5)","6992","Forest fires","2020","2020","3050","FAO TIER 1","kt","210.8408","E","Estimated value",""
"GT","Emissions totals","124","Canada","7225","Emissions (CH4)","6992","Forest fires","2021","2021","3050","FAO TIER 1","kt","60.5564","E","Estimated value",""
"GT","Emissions totals","124","Canada","7230","Emissions (N2O)","6992","Forest fires","2021","2021","3050","FAO TIER 1","kt","5.5291","E","Estimated value",""
"GT","Emissions totals","124","Canada","724413","Emissions (CO2eq) from CH4 (AR5)","6992","Forest fires","2021","2021","3050","FAO TIER 1","kt","1695.5792","E","Estimated value",""
"GT","Emissions totals","124","Canada","724313","Emissions (CO2eq) from N2O (AR5)","6992","Forest fires","2021","2021","3050","FAO TIER 1","kt","1465.2115","E","Estimated value",""
"GT","Emissions totals","124","Canada","723113","Emissions (CO2eq) (AR5)","6992","Forest fires","2021","2021","3050","FAO TIER 1","kt","3160.7907","E","Estimated value",""
"GT","Emissions totals","124","Canada","7225","Emissions (CH4)","6992","Forest fires","2022","2022","3050","FAO TIER 1","kt","17.4766","E","Estimated value",""
"GT","Emissions totals","124","Canada","7230","Emissions (N2O)","6992","Forest fires","2022","2022","3050","FAO TIER 1","kt","1.5957","E","Estimated value",""
"GT","Emissions totals","124","Canada","724413","Emissions (CO2eq) from CH4 (AR5)","6992","Forest fires","2022","2022","3050","FAO TIER 1","kt","489.3448","E","Estimated value",""
"GT","Emissions totals","124","Canada","724313","Emissions (CO2eq) from N2O (AR5)","6992","Forest fires","2022","2022","3050","FAO TIER 1","kt","422.8605","E","Estimated value",""
