Domain Code,Domain,Area Code (M49),Area,Food Group Code,Food Group,Indicator Code,Indicator,Year Code,Year,Element Code,Element,Unit,Value,Flag,Flag Description,Note
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG14","Beverages","4018","Vitamin A supply (retinol activity equivalents)","2021","2021","6206","Value","μg/cap/d","2","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG14","Beverages","4018","Vitamin A supply (retinol activity equivalents)","2022","2022","6206","Value","μg/cap/d","3","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG14","Beverages","4018","Vitamin A supply (retinol activity equivalents)","2023","2023","6206","Value","μg/cap/d","2","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG14","Beverages","4009","Calcium supply","2016","2016","6209","Value","mg/cap/d","27","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG14","Beverages","4009","Calcium supply","2017","2017","6209","Value","mg/cap/d","26","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG14","Beverages","4009","Calcium supply","2018","2018","6209","Value","mg/cap/d","25","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG14","Beverages","4009","Calcium supply","2019","2019","6209","Value","mg/cap/d","23","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG14","Beverages","4009","Calcium supply","2020","2020","6209","Value","mg/cap/d","23","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG14","Beverages","4009","Calcium supply","2021","2021","6209","Value","mg/cap/d","22","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG14","Beverages","4009","Calcium supply","2022","2022","6209","Value","mg/cap/d","22","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG14","Beverages","4009","Calcium supply","2023","2023","6209","Value","mg/cap/d","21","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG14","Beverages","4010","Iron supply","2016","2016","6209","Value","mg/cap/d","0.4","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG14","Beverages","4010","Iron supply","2017","2017","6209","Value","mg/cap/d","0.4","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG14","Beverages","4010","Iron supply","2018","2018","6209","Value","mg/cap/d","0.4","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG14","Beverages","4010","Iron supply","2019","2019","6209","Value","mg/cap/d","0.4","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG14","Beverages","4010","Iron supply","2020","2020","6209","Value","mg/cap/d","0.4","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG14","Beverages","4010","Iron supply","2021","2021","6209","Value","mg/cap/d","0.3","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG14","Beverages","4010","Iron supply","2022","2022","6209","Value","mg/cap/d","0.3","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG14","Beverages","4010","Iron supply","2023","2023","6209","Value","mg/cap/d","0.3","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG14","Beverages","4015","Zinc supply","2016","2016","6209","Value","mg/cap/d","0.15","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG14","Beverages","4015","Zinc supply","2017","2017","6209","Value","mg/cap/d","0.13","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG14","Beverages","4015","Zinc supply","2018","2018","6209","Value","mg/cap/d","0.11","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG14","Beverages","4015","Zinc supply","2019","2019","6209","Value","mg/cap/d","0.11","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG14","Beverages","4015","Zinc supply","2020","2020","6209","Value","mg/cap/d","0.1","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG14","Beverages","4015","Zinc supply","2021","2021","6209","Value","mg/cap/d","0.09","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG14","Beverages","4015","Zinc supply","2022","2022","6209","Value","mg/cap/d","0.09","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG14","Beverages","4015","Zinc supply","2023","2023","6209","Value","mg/cap/d","0.09","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG14","Beverages","4011","Magnesium supply","2016","2016","6209","Value","mg/cap/d","39","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG14","Beverages","4011","Magnesium supply","2017","2017","6209","Value","mg/cap/d","36","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG14","Beverages","4011","Magnesium supply","2018","2018","6209","Value","mg/cap/d","36","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG14","Beverages","4011","Magnesium supply","2019","2019","6209","Value","mg/cap/d","35","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG14","Beverages","4011","Magnesium supply","2020","2020","6209","Value","mg/cap/d","34","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG14","Beverages","4011","Magnesium supply","2021","2021","6209","Value","mg/cap/d","34","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG14","Beverages","4011","Magnesium supply","2022","2022","6209","Value","mg/cap/d","33","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG14","Beverages","4011","Magnesium supply","2023","2023","6209","Value","mg/cap/d","33","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG14","Beverages","4012","Phosphorus supply","2016","2016","6209","Value","mg/cap/d","69","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG14","Beverages","4012","Phosphorus supply","2017","2017","6209","Value","mg/cap/d","67","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG14","Beverages","4012","Phosphorus supply","2018","2018","6209","Value","mg/cap/d","64","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG14","Beverages","4012","Phosphorus supply","2019","2019","6209","Value","mg/cap/d","59","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG14","Beverages","4012","Phosphorus supply","2020","2020","6209","Value","mg/cap/d","60","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG14","Beverages","4012","Phosphorus supply","2021","2021","6209","Value","mg/cap/d","59","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG14","Beverages","4012","Phosphorus supply","2022","2022","6209","Value","mg/cap/d","57","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG14","Beverages","4012","Phosphorus supply","2023","2023","6209","Value","mg/cap/d","54","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG14","Beverages","4013","Potassium supply","2016","2016","6209","Value","mg/cap/d","325","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG14","Beverages","4013","Potassium supply","2017","2017","6209","Value","mg/cap/d","310","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG14","Beverages","4013","Potassium supply","2018","2018","6209","Value","mg/cap/d","310","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG14","Beverages","4013","Potassium supply","2019","2019","6209","Value","mg/cap/d","302","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG14","Beverages","4013","Potassium supply","2020","2020","6209","Value","mg/cap/d","292","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG14","Beverages","4013","Potassium supply","2021","2021","6209","Value","mg/cap/d","288","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG14","Beverages","4013","Potassium supply","2022","2022","6209","Value","mg/cap/d","292","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG14","Beverages","4013","Potassium supply","2023","2023","6209","Value","mg/cap/d","286","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG14","Beverages","4021","Thiamin supply","2016","2016","6209","Value","mg/cap/d","0.02","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG14","Beverages","4021","Thiamin supply","2017","2017","6209","Value","mg/cap/d","0.02","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG14","Beverages","4021","Thiamin supply","2018","2018","6209","Value","mg/cap/d","0.02","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG14","Beverages","4021","Thiamin supply","2019","2019","6209","Value","mg/cap/d","0.02","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG14","Beverages","4021","Thiamin supply","2020","2020","6209","Value","mg/cap/d","0.02","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG14","Beverages","4021","Thiamin supply","2021","2021","6209","Value","mg/cap/d","0.02","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG14","Beverages","4021","Thiamin supply","2022","2022","6209","Value","mg/cap/d","0.02","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG14","Beverages","4021","Thiamin supply","2023","2023","6209","Value","mg/cap/d","0.02","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG14","Beverages","4022","Riboflavin supply","2016","2016","6209","Value","mg/cap/d","0.09","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG14","Beverages","4022","Riboflavin supply","2017","2017","6209","Value","mg/cap/d","0.09","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG14","Beverages","4022","Riboflavin supply","2018","2018","6209","Value","mg/cap/d","0.1","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG14","Beverages","4022","Riboflavin supply","2019","2019","6209","Value","mg/cap/d","0.09","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG14","Beverages","4022","Riboflavin supply","2020","2020","6209","Value","mg/cap/d","0.09","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG14","Beverages","4022","Riboflavin supply","2021","2021","6209","Value","mg/cap/d","0.09","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG14","Beverages","4022","Riboflavin supply","2022","2022","6209","Value","mg/cap/d","0.08","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG14","Beverages","4022","Riboflavin supply","2023","2023","6209","Value","mg/cap/d","0.08","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG14","Beverages","4029","Vitamin C supply","2016","2016","6209","Value","mg/cap/d","17","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG14","Beverages","4029","Vitamin C supply","2017","2017","6209","Value","mg/cap/d","16","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG14","Beverages","4029","Vitamin C supply","2018","2018","6209","Value","mg/cap/d","17","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG14","Beverages","4029","Vitamin C supply","2019","2019","6209","Value","mg/cap/d","16","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG14","Beverages","4029","Vitamin C supply","2020","2020","6209","Value","mg/cap/d","15","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG14","Beverages","4029","Vitamin C supply","2021","2021","6209","Value","mg/cap/d","13","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG14","Beverages","4029","Vitamin C supply","2022","2022","6209","Value","mg/cap/d","12","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG14","Beverages","4029","Vitamin C supply","2023","2023","6209","Value","mg/cap/d","11","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4004","Protein supply","2016","2016","6123","Value","g/cap/d","0.2","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4004","Protein supply","2017","2017","6123","Value","g/cap/d","0.1","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4004","Protein supply","2018","2018","6123","Value","g/cap/d","0.1","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4004","Protein supply","2019","2019","6123","Value","g/cap/d","0.1","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4004","Protein supply","2020","2020","6123","Value","g/cap/d","0.2","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4004","Protein supply","2021","2021","6123","Value","g/cap/d","0.1","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4004","Protein supply","2022","2022","6123","Value","g/cap/d","0.2","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4004","Protein supply","2023","2023","6123","Value","g/cap/d","0.2","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4005","Fat supply","2016","2016","6123","Value","g/cap/d","0.2","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4005","Fat supply","2017","2017","6123","Value","g/cap/d","0.2","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4005","Fat supply","2018","2018","6123","Value","g/cap/d","0.2","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4005","Fat supply","2019","2019","6123","Value","g/cap/d","0.2","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4005","Fat supply","2020","2020","6123","Value","g/cap/d","0.2","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4005","Fat supply","2021","2021","6123","Value","g/cap/d","0.2","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4005","Fat supply","2022","2022","6123","Value","g/cap/d","0.2","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4005","Fat supply","2023","2023","6123","Value","g/cap/d","0.2","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4006","Carbohydrate (available) supply","2016","2016","6123","Value","g/cap/d","0.6","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4006","Carbohydrate (available) supply","2017","2017","6123","Value","g/cap/d","0.6","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4006","Carbohydrate (available) supply","2018","2018","6123","Value","g/cap/d","0.6","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4006","Carbohydrate (available) supply","2019","2019","6123","Value","g/cap/d","0.6","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4006","Carbohydrate (available) supply","2020","2020","6123","Value","g/cap/d","0.7","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4006","Carbohydrate (available) supply","2021","2021","6123","Value","g/cap/d","0.6","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4006","Carbohydrate (available) supply","2022","2022","6123","Value","g/cap/d","0.7","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4006","Carbohydrate (available) supply","2023","2023","6123","Value","g/cap/d","0.7","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4007","Dietary fibre supply","2016","2016","6123","Value","g/cap/d","0","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4007","Dietary fibre supply","2017","2017","6123","Value","g/cap/d","0","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4007","Dietary fibre supply","2018","2018","6123","Value","g/cap/d","0","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4007","Dietary fibre supply","2019","2019","6123","Value","g/cap/d","0","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4007","Dietary fibre supply","2020","2020","6123","Value","g/cap/d","0","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4007","Dietary fibre supply","2021","2021","6123","Value","g/cap/d","0","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4007","Dietary fibre supply","2022","2022","6123","Value","g/cap/d","0","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4007","Dietary fibre supply","2023","2023","6123","Value","g/cap/d","0","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4003","Energy supply","2016","2016","6128","Value","kcal/cap/d","5","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4003","Energy supply","2017","2017","6128","Value","kcal/cap/d","5","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4003","Energy supply","2018","2018","6128","Value","kcal/cap/d","4","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4003","Energy supply","2019","2019","6128","Value","kcal/cap/d","5","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4003","Energy supply","2020","2020","6128","Value","kcal/cap/d","6","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4003","Energy supply","2021","2021","6128","Value","kcal/cap/d","5","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4003","Energy supply","2022","2022","6128","Value","kcal/cap/d","5","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4003","Energy supply","2023","2023","6128","Value","kcal/cap/d","5","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4017","Vitamin A supply (retinol equivalents)","2016","2016","6206","Value","μg/cap/d","4","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4017","Vitamin A supply (retinol equivalents)","2017","2017","6206","Value","μg/cap/d","4","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4017","Vitamin A supply (retinol equivalents)","2018","2018","6206","Value","μg/cap/d","3","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4017","Vitamin A supply (retinol equivalents)","2019","2019","6206","Value","μg/cap/d","4","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4017","Vitamin A supply (retinol equivalents)","2020","2020","6206","Value","μg/cap/d","4","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4017","Vitamin A supply (retinol equivalents)","2021","2021","6206","Value","μg/cap/d","4","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4017","Vitamin A supply (retinol equivalents)","2022","2022","6206","Value","μg/cap/d","4","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4017","Vitamin A supply (retinol equivalents)","2023","2023","6206","Value","μg/cap/d","4","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4018","Vitamin A supply (retinol activity equivalents)","2016","2016","6206","Value","μg/cap/d","3","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4018","Vitamin A supply (retinol activity equivalents)","2017","2017","6206","Value","μg/cap/d","3","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4018","Vitamin A supply (retinol activity equivalents)","2018","2018","6206","Value","μg/cap/d","3","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4018","Vitamin A supply (retinol activity equivalents)","2019","2019","6206","Value","μg/cap/d","3","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4018","Vitamin A supply (retinol activity equivalents)","2020","2020","6206","Value","μg/cap/d","4","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4018","Vitamin A supply (retinol activity equivalents)","2021","2021","6206","Value","μg/cap/d","3","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4018","Vitamin A supply (retinol activity equivalents)","2022","2022","6206","Value","μg/cap/d","4","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4018","Vitamin A supply (retinol activity equivalents)","2023","2023","6206","Value","μg/cap/d","4","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4009","Calcium supply","2016","2016","6209","Value","mg/cap/d","8","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4009","Calcium supply","2017","2017","6209","Value","mg/cap/d","8","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4009","Calcium supply","2018","2018","6209","Value","mg/cap/d","7","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4009","Calcium supply","2019","2019","6209","Value","mg/cap/d","8","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4009","Calcium supply","2020","2020","6209","Value","mg/cap/d","9","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4009","Calcium supply","2021","2021","6209","Value","mg/cap/d","8","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4009","Calcium supply","2022","2022","6209","Value","mg/cap/d","8","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4009","Calcium supply","2023","2023","6209","Value","mg/cap/d","8","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4010","Iron supply","2016","2016","6209","Value","mg/cap/d","0.3","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4010","Iron supply","2017","2017","6209","Value","mg/cap/d","0.3","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4010","Iron supply","2018","2018","6209","Value","mg/cap/d","0.3","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4010","Iron supply","2019","2019","6209","Value","mg/cap/d","0.3","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4010","Iron supply","2020","2020","6209","Value","mg/cap/d","0.4","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4010","Iron supply","2021","2021","6209","Value","mg/cap/d","0.3","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4010","Iron supply","2022","2022","6209","Value","mg/cap/d","0.3","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4010","Iron supply","2023","2023","6209","Value","mg/cap/d","0.3","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4015","Zinc supply","2016","2016","6209","Value","mg/cap/d","0.08","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4015","Zinc supply","2017","2017","6209","Value","mg/cap/d","0.08","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4015","Zinc supply","2018","2018","6209","Value","mg/cap/d","0.07","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4015","Zinc supply","2019","2019","6209","Value","mg/cap/d","0.08","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4015","Zinc supply","2020","2020","6209","Value","mg/cap/d","0.09","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4015","Zinc supply","2021","2021","6209","Value","mg/cap/d","0.08","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4015","Zinc supply","2022","2022","6209","Value","mg/cap/d","0.08","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4015","Zinc supply","2023","2023","6209","Value","mg/cap/d","0.08","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4011","Magnesium supply","2016","2016","6209","Value","mg/cap/d","1","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4011","Magnesium supply","2017","2017","6209","Value","mg/cap/d","1","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4011","Magnesium supply","2018","2018","6209","Value","mg/cap/d","1","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4011","Magnesium supply","2019","2019","6209","Value","mg/cap/d","1","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4011","Magnesium supply","2020","2020","6209","Value","mg/cap/d","1","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4011","Magnesium supply","2021","2021","6209","Value","mg/cap/d","1","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4011","Magnesium supply","2022","2022","6209","Value","mg/cap/d","1","E","Estimated value",""
"SUA","Availability (based on supply utilization accounts)","124","Canada","FG15","Foods for particular nutritional uses","4011","Magnesium supply","2023","2023","6209","Value","mg/cap/d","1","E","Estimated value",""
