Domain Code,Domain,Area Code (M49),Area,Indicator Code,Indicator,Sex Code,Sex,Year Code,Year,Element Code,Element,Source Code,Source,Unit,Value,Flag,Flag Description,Note
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21089","Employment in agriculture by age, 25 to 54","3","Female","2019","2019","6199","Value","3023","Labour force survey","1000 No","44.13","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21089","Employment in agriculture by age, 25 to 54","3","Female","2020","2020","6199","Value","3023","Labour force survey","1000 No","41.98","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21089","Employment in agriculture by age, 25 to 54","3","Female","2021","2021","6199","Value","3023","Labour force survey","1000 No","37.99","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21089","Employment in agriculture by age, 25 to 54","3","Female","2022","2022","6199","Value","3023","Labour force survey","1000 No","38.79","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21089","Employment in agriculture by age, 25 to 54","3","Female","2023","2023","6199","Value","3023","Labour force survey","1000 No","39.69","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21090","Employment in agriculture by age, 55 to 64","1","Total","2016","2016","6199","Value","3023","Labour force survey","1000 No","67.55","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21090","Employment in agriculture by age, 55 to 64","1","Total","2017","2017","6199","Value","3023","Labour force survey","1000 No","64.96","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21090","Employment in agriculture by age, 55 to 64","1","Total","2018","2018","6199","Value","3023","Labour force survey","1000 No","66.84","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21090","Employment in agriculture by age, 55 to 64","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 No","65.99","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21090","Employment in agriculture by age, 55 to 64","1","Total","2020","2020","6199","Value","3023","Labour force survey","1000 No","63.68","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21090","Employment in agriculture by age, 55 to 64","1","Total","2021","2021","6199","Value","3023","Labour force survey","1000 No","59.78","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21090","Employment in agriculture by age, 55 to 64","1","Total","2022","2022","6199","Value","3023","Labour force survey","1000 No","50.64","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21090","Employment in agriculture by age, 55 to 64","1","Total","2023","2023","6199","Value","3023","Labour force survey","1000 No","54.69","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21090","Employment in agriculture by age, 55 to 64","2","Male","2016","2016","6199","Value","3023","Labour force survey","1000 No","47.41","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21090","Employment in agriculture by age, 55 to 64","2","Male","2017","2017","6199","Value","3023","Labour force survey","1000 No","43.71","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21090","Employment in agriculture by age, 55 to 64","2","Male","2018","2018","6199","Value","3023","Labour force survey","1000 No","46.2","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21090","Employment in agriculture by age, 55 to 64","2","Male","2019","2019","6199","Value","3023","Labour force survey","1000 No","41.53","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21090","Employment in agriculture by age, 55 to 64","2","Male","2020","2020","6199","Value","3023","Labour force survey","1000 No","42.55","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21090","Employment in agriculture by age, 55 to 64","2","Male","2021","2021","6199","Value","3023","Labour force survey","1000 No","41.96","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21090","Employment in agriculture by age, 55 to 64","2","Male","2022","2022","6199","Value","3023","Labour force survey","1000 No","34.81","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21090","Employment in agriculture by age, 55 to 64","2","Male","2023","2023","6199","Value","3023","Labour force survey","1000 No","37.51","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21090","Employment in agriculture by age, 55 to 64","3","Female","2016","2016","6199","Value","3023","Labour force survey","1000 No","20.14","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21090","Employment in agriculture by age, 55 to 64","3","Female","2017","2017","6199","Value","3023","Labour force survey","1000 No","21.24","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21090","Employment in agriculture by age, 55 to 64","3","Female","2018","2018","6199","Value","3023","Labour force survey","1000 No","20.64","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21090","Employment in agriculture by age, 55 to 64","3","Female","2019","2019","6199","Value","3023","Labour force survey","1000 No","24.45","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21090","Employment in agriculture by age, 55 to 64","3","Female","2020","2020","6199","Value","3023","Labour force survey","1000 No","21.13","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21090","Employment in agriculture by age, 55 to 64","3","Female","2021","2021","6199","Value","3023","Labour force survey","1000 No","17.82","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21090","Employment in agriculture by age, 55 to 64","3","Female","2022","2022","6199","Value","3023","Labour force survey","1000 No","15.84","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21090","Employment in agriculture by age, 55 to 64","3","Female","2023","2023","6199","Value","3023","Labour force survey","1000 No","17.18","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21086","Employment in agriculture by age, 65+","1","Total","2016","2016","6199","Value","3023","Labour force survey","1000 No","42.25","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21086","Employment in agriculture by age, 65+","1","Total","2017","2017","6199","Value","3023","Labour force survey","1000 No","40.02","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21086","Employment in agriculture by age, 65+","1","Total","2018","2018","6199","Value","3023","Labour force survey","1000 No","45.55","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21086","Employment in agriculture by age, 65+","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 No","44.49","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21086","Employment in agriculture by age, 65+","1","Total","2020","2020","6199","Value","3023","Labour force survey","1000 No","45.88","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21086","Employment in agriculture by age, 65+","1","Total","2021","2021","6199","Value","3023","Labour force survey","1000 No","43.76","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21086","Employment in agriculture by age, 65+","1","Total","2022","2022","6199","Value","3023","Labour force survey","1000 No","38.79","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21086","Employment in agriculture by age, 65+","1","Total","2023","2023","6199","Value","3023","Labour force survey","1000 No","48.2","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21086","Employment in agriculture by age, 65+","2","Male","2016","2016","6199","Value","3023","Labour force survey","1000 No","31.55","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21086","Employment in agriculture by age, 65+","2","Male","2017","2017","6199","Value","3023","Labour force survey","1000 No","30.17","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21086","Employment in agriculture by age, 65+","2","Male","2018","2018","6199","Value","3023","Labour force survey","1000 No","33.97","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21086","Employment in agriculture by age, 65+","2","Male","2019","2019","6199","Value","3023","Labour force survey","1000 No","34.49","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21086","Employment in agriculture by age, 65+","2","Male","2020","2020","6199","Value","3023","Labour force survey","1000 No","35.97","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21086","Employment in agriculture by age, 65+","2","Male","2021","2021","6199","Value","3023","Labour force survey","1000 No","33.52","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21086","Employment in agriculture by age, 65+","2","Male","2022","2022","6199","Value","3023","Labour force survey","1000 No","27.62","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21086","Employment in agriculture by age, 65+","2","Male","2023","2023","6199","Value","3023","Labour force survey","1000 No","34.89","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21086","Employment in agriculture by age, 65+","3","Female","2016","2016","6199","Value","3023","Labour force survey","1000 No","10.7","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21086","Employment in agriculture by age, 65+","3","Female","2017","2017","6199","Value","3023","Labour force survey","1000 No","9.85","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21086","Employment in agriculture by age, 65+","3","Female","2018","2018","6199","Value","3023","Labour force survey","1000 No","11.57","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21086","Employment in agriculture by age, 65+","3","Female","2019","2019","6199","Value","3023","Labour force survey","1000 No","9.99","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21086","Employment in agriculture by age, 65+","3","Female","2020","2020","6199","Value","3023","Labour force survey","1000 No","9.91","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21086","Employment in agriculture by age, 65+","3","Female","2021","2021","6199","Value","3023","Labour force survey","1000 No","10.24","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21086","Employment in agriculture by age, 65+","3","Female","2022","2022","6199","Value","3023","Labour force survey","1000 No","11.17","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21086","Employment in agriculture by age, 65+","3","Female","2023","2023","6199","Value","3023","Labour force survey","1000 No","13.31","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21091","Employment in agriculture by status of employment, total","1","Total","2016","2016","6199","Value","3023","Labour force survey","1000 No","284.62","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21091","Employment in agriculture by status of employment, total","1","Total","2017","2017","6199","Value","3023","Labour force survey","1000 No","278.9","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21091","Employment in agriculture by status of employment, total","1","Total","2018","2018","6199","Value","3023","Labour force survey","1000 No","284.38","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21091","Employment in agriculture by status of employment, total","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 No","294.08","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21091","Employment in agriculture by status of employment, total","1","Total","2020","2020","6199","Value","3023","Labour force survey","1000 No","279.8","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21091","Employment in agriculture by status of employment, total","1","Total","2021","2021","6199","Value","3023","Labour force survey","1000 No","258.54","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21091","Employment in agriculture by status of employment, total","1","Total","2022","2022","6199","Value","3023","Labour force survey","1000 No","257.3","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21091","Employment in agriculture by status of employment, total","1","Total","2023","2023","6199","Value","3023","Labour force survey","1000 No","256.48","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21091","Employment in agriculture by status of employment, total","2","Male","2016","2016","6199","Value","3023","Labour force survey","1000 No","199.28","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21091","Employment in agriculture by status of employment, total","2","Male","2017","2017","6199","Value","3023","Labour force survey","1000 No","194.48","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21091","Employment in agriculture by status of employment, total","2","Male","2018","2018","6199","Value","3023","Labour force survey","1000 No","198.84","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21091","Employment in agriculture by status of employment, total","2","Male","2019","2019","6199","Value","3023","Labour force survey","1000 No","202.02","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21091","Employment in agriculture by status of employment, total","2","Male","2020","2020","6199","Value","3023","Labour force survey","1000 No","192.56","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21091","Employment in agriculture by status of employment, total","2","Male","2021","2021","6199","Value","3023","Labour force survey","1000 No","176.06","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21091","Employment in agriculture by status of employment, total","2","Male","2022","2022","6199","Value","3023","Labour force survey","1000 No","179.32","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21091","Employment in agriculture by status of employment, total","2","Male","2023","2023","6199","Value","3023","Labour force survey","1000 No","174.85","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21091","Employment in agriculture by status of employment, total","3","Female","2016","2016","6199","Value","3023","Labour force survey","1000 No","85.34","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21091","Employment in agriculture by status of employment, total","3","Female","2017","2017","6199","Value","3023","Labour force survey","1000 No","84.42","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21091","Employment in agriculture by status of employment, total","3","Female","2018","2018","6199","Value","3023","Labour force survey","1000 No","85.55","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21091","Employment in agriculture by status of employment, total","3","Female","2019","2019","6199","Value","3023","Labour force survey","1000 No","92.06","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21091","Employment in agriculture by status of employment, total","3","Female","2020","2020","6199","Value","3023","Labour force survey","1000 No","87.23","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21091","Employment in agriculture by status of employment, total","3","Female","2021","2021","6199","Value","3023","Labour force survey","1000 No","82.48","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21091","Employment in agriculture by status of employment, total","3","Female","2022","2022","6199","Value","3023","Labour force survey","1000 No","77.98","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21091","Employment in agriculture by status of employment, total","3","Female","2023","2023","6199","Value","3023","Labour force survey","1000 No","81.63","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21100","Employment in agriculture by status of employment, employees","1","Total","2016","2016","6199","Value","3023","Labour force survey","1000 No","117.21","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21100","Employment in agriculture by status of employment, employees","1","Total","2017","2017","6199","Value","3023","Labour force survey","1000 No","113.79","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21100","Employment in agriculture by status of employment, employees","1","Total","2018","2018","6199","Value","3023","Labour force survey","1000 No","124.08","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21100","Employment in agriculture by status of employment, employees","1","Total","2019","2019","6199","Value","3023","Labour force survey","1000 No","136.09","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21100","Employment in agriculture by status of employment, employees","1","Total","2020","2020","6199","Value","3023","Labour force survey","1000 No","126.21","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21100","Employment in agriculture by status of employment, employees","1","Total","2021","2021","6199","Value","3023","Labour force survey","1000 No","122.19","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21100","Employment in agriculture by status of employment, employees","1","Total","2022","2022","6199","Value","3023","Labour force survey","1000 No","131.45","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21100","Employment in agriculture by status of employment, employees","1","Total","2023","2023","6199","Value","3023","Labour force survey","1000 No","129.23","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21100","Employment in agriculture by status of employment, employees","2","Male","2016","2016","6199","Value","3023","Labour force survey","1000 No","75.2","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21100","Employment in agriculture by status of employment, employees","2","Male","2017","2017","6199","Value","3023","Labour force survey","1000 No","73.21","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
"OEA","Employment Indicators: Agriculture and agrifood systems","124","Canada","21100","Employment in agriculture by status of employment, employees","2","Male","2018","2018","6199","Value","3023","Labour force survey","1000 No","81.69","X","Figure from external organization","Nonstandard economic activity: Excluding fishing | Nonstandard economic activity: Excluding forestry Repository: ILO-STATISTICS - Micro data processing"
