Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Months Code,Months,Year Code,Year,Unit,Value,Flag,Flag Description
"ET","Temperature change on land","124","Canada","7271","Temperature change","7019","Sep–Oct–Nov","2019","2019","°c","1.502","E","Estimated value"
"ET","Temperature change on land","124","Canada","7271","Temperature change","7019","Sep–Oct–Nov","2020","2020","°c","0.698","E","Estimated value"
"ET","Temperature change on land","124","Canada","7271","Temperature change","7019","Sep–Oct–Nov","2021","2021","°c","3.071","E","Estimated value"
"ET","Temperature change on land","124","Canada","7271","Temperature change","7019","Sep–Oct–Nov","2022","2022","°c","1.97","E","Estimated value"
"ET","Temperature change on land","124","Canada","7271","Temperature change","7019","Sep–Oct–Nov","2023","2023","°c","3.265","E","Estimated value"
"ET","Temperature change on land","124","Canada","6078","Standard Deviation","7019","Sep–Oct–Nov","2016","2016","°c","0.806","E","Estimated value"
"ET","Temperature change on land","124","Canada","6078","Standard Deviation","7019","Sep–Oct–Nov","2017","2017","°c","0.806","E","Estimated value"
"ET","Temperature change on land","124","Canada","6078","Standard Deviation","7019","Sep–Oct–Nov","2018","2018","°c","0.806","E","Estimated value"
"ET","Temperature change on land","124","Canada","6078","Standard Deviation","7019","Sep–Oct–Nov","2019","2019","°c","0.806","E","Estimated value"
"ET","Temperature change on land","124","Canada","6078","Standard Deviation","7019","Sep–Oct–Nov","2020","2020","°c","0.806","E","Estimated value"
"ET","Temperature change on land","124","Canada","6078","Standard Deviation","7019","Sep–Oct–Nov","2021","2021","°c","0.806","E","Estimated value"
"ET","Temperature change on land","124","Canada","6078","Standard Deviation","7019","Sep–Oct–Nov","2022","2022","°c","0.806","E","Estimated value"
"ET","Temperature change on land","124","Canada","6078","Standard Deviation","7019","Sep–Oct–Nov","2023","2023","°c","0.806","E","Estimated value"
"ET","Temperature change on land","124","Canada","7271","Temperature change","7020","Meteorological year","2016","2016","°c","2.432","E","Estimated value"
"ET","Temperature change on land","124","Canada","7271","Temperature change","7020","Meteorological year","2017","2017","°c","1.545","E","Estimated value"
"ET","Temperature change on land","124","Canada","7271","Temperature change","7020","Meteorological year","2018","2018","°c","0.531","E","Estimated value"
"ET","Temperature change on land","124","Canada","7271","Temperature change","7020","Meteorological year","2019","2019","°c","1.33","E","Estimated value"
"ET","Temperature change on land","124","Canada","7271","Temperature change","7020","Meteorological year","2020","2020","°c","1.16","E","Estimated value"
"ET","Temperature change on land","124","Canada","7271","Temperature change","7020","Meteorological year","2021","2021","°c","2.534","E","Estimated value"
"ET","Temperature change on land","124","Canada","7271","Temperature change","7020","Meteorological year","2022","2022","°c","1.286","E","Estimated value"
"ET","Temperature change on land","124","Canada","7271","Temperature change","7020","Meteorological year","2023","2023","°c","2.374","E","Estimated value"
"ET","Temperature change on land","124","Canada","6078","Standard Deviation","7020","Meteorological year","2016","2016","°c","0.643","E","Estimated value"
"ET","Temperature change on land","124","Canada","6078","Standard Deviation","7020","Meteorological year","2017","2017","°c","0.643","E","Estimated value"
"ET","Temperature change on land","124","Canada","6078","Standard Deviation","7020","Meteorological year","2018","2018","°c","0.643","E","Estimated value"
"ET","Temperature change on land","124","Canada","6078","Standard Deviation","7020","Meteorological year","2019","2019","°c","0.643","E","Estimated value"
"ET","Temperature change on land","124","Canada","6078","Standard Deviation","7020","Meteorological year","2020","2020","°c","0.643","E","Estimated value"
"ET","Temperature change on land","124","Canada","6078","Standard Deviation","7020","Meteorological year","2021","2021","°c","0.643","E","Estimated value"
"ET","Temperature change on land","124","Canada","6078","Standard Deviation","7020","Meteorological year","2022","2022","°c","0.643","E","Estimated value"
"ET","Temperature change on land","124","Canada","6078","Standard Deviation","7020","Meteorological year","2023","2023","°c","0.643","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7001","January","2016","2016","°c","0.436","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7001","January","2017","2017","°c","1.707","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7001","January","2018","2018","°c","0.519","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7001","January","2019","2019","°c","1.08","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7001","January","2020","2020","°c","1.691","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7001","January","2021","2021","°c","1.065","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7001","January","2022","2022","°c","1.164","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7001","January","2023","2023","°c","1.798","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7001","January","2016","2016","°c","0.818","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7001","January","2017","2017","°c","0.818","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7001","January","2018","2018","°c","0.818","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7001","January","2019","2019","°c","0.818","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7001","January","2020","2020","°c","0.818","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7001","January","2021","2021","°c","0.818","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7001","January","2022","2022","°c","0.818","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7001","January","2023","2023","°c","0.818","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7002","February","2016","2016","°c","1.879","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7002","February","2017","2017","°c","2.687","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7002","February","2018","2018","°c","2.608","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7002","February","2019","2019","°c","1.995","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7002","February","2020","2020","°c","1.437","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7002","February","2021","2021","°c","1.3","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7002","February","2022","2022","°c","0.482","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7002","February","2023","2023","°c","1.347","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7002","February","2016","2016","°c","0.815","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7002","February","2017","2017","°c","0.815","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7002","February","2018","2018","°c","0.815","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7002","February","2019","2019","°c","0.815","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7002","February","2020","2020","°c","0.815","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7002","February","2021","2021","°c","0.815","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7002","February","2022","2022","°c","0.815","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7002","February","2023","2023","°c","0.815","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7003","March","2016","2016","°c","1.695","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7003","March","2017","2017","°c","2.299","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7003","March","2018","2018","°c","2.026","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7003","March","2019","2019","°c","1.124","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7003","March","2020","2020","°c","2.448","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7003","March","2021","2021","°c","1.393","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7003","March","2022","2022","°c","0.771","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7003","March","2023","2023","°c","1.63","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7003","March","2016","2016","°c","0.714","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7003","March","2017","2017","°c","0.714","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7003","March","2018","2018","°c","0.714","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7003","March","2019","2019","°c","0.714","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7003","March","2020","2020","°c","0.714","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7003","March","2021","2021","°c","0.714","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7003","March","2022","2022","°c","0.714","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7003","March","2023","2023","°c","0.714","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7004","April","2016","2016","°c","1.189","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7004","April","2017","2017","°c","1.379","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7004","April","2018","2018","°c","1.21","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7004","April","2019","2019","°c","0.919","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7004","April","2020","2020","°c","2.036","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7004","April","2021","2021","°c","1.464","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7004","April","2022","2022","°c","1.879","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7004","April","2023","2023","°c","1.22","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7004","April","2016","2016","°c","0.528","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7004","April","2017","2017","°c","0.528","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7004","April","2018","2018","°c","0.528","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7004","April","2019","2019","°c","0.528","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7004","April","2020","2020","°c","0.528","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7004","April","2021","2021","°c","0.528","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7004","April","2022","2022","°c","0.528","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7004","April","2023","2023","°c","0.528","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7005","May","2016","2016","°c","1.229","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7005","May","2017","2017","°c","1.105","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7005","May","2018","2018","°c","1.568","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7005","May","2019","2019","°c","0.953","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7005","May","2020","2020","°c","1.517","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7005","May","2021","2021","°c","1.224","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7005","May","2022","2022","°c","2.055","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7005","May","2023","2023","°c","0.839","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7005","May","2016","2016","°c","0.342","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7005","May","2017","2017","°c","0.342","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7005","May","2018","2018","°c","0.342","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7005","May","2019","2019","°c","0.342","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7005","May","2020","2020","°c","0.342","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7005","May","2021","2021","°c","0.342","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7005","May","2022","2022","°c","0.342","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7005","May","2023","2023","°c","0.342","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7006","June","2016","2016","°c","0.897","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7006","June","2017","2017","°c","1.313","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7006","June","2018","2018","°c","1.185","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7006","June","2019","2019","°c","1.281","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7006","June","2020","2020","°c","1.027","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7006","June","2021","2021","°c","0.951","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7006","June","2022","2022","°c","1.143","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7006","June","2023","2023","°c","2.332","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7006","June","2016","2016","°c","0.46","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7006","June","2017","2017","°c","0.46","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7006","June","2018","2018","°c","0.46","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7006","June","2019","2019","°c","0.46","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7006","June","2020","2020","°c","0.46","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7006","June","2021","2021","°c","0.46","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7006","June","2022","2022","°c","0.46","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7006","June","2023","2023","°c","0.46","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7007","July","2016","2016","°c","1.499","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7007","July","2017","2017","°c","0.913","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7007","July","2018","2018","°c","1.262","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7007","July","2019","2019","°c","1.396","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7007","July","2020","2020","°c","1.637","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7007","July","2021","2021","°c","0.488","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7007","July","2022","2022","°c","1.507","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7007","July","2023","2023","°c","2.384","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7007","July","2016","2016","°c","0.539","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7007","July","2017","2017","°c","0.539","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7007","July","2018","2018","°c","0.539","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7007","July","2019","2019","°c","0.539","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7007","July","2020","2020","°c","0.539","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7007","July","2021","2021","°c","0.539","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7007","July","2022","2022","°c","0.539","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7007","July","2023","2023","°c","0.539","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7008","August","2016","2016","°c","0.7","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7008","August","2017","2017","°c","1.126","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7008","August","2018","2018","°c","1.08","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7008","August","2019","2019","°c","2.231","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7008","August","2020","2020","°c","1.813","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7008","August","2021","2021","°c","0.786","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7008","August","2022","2022","°c","0.968","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7008","August","2023","2023","°c","2.249","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7008","August","2016","2016","°c","0.432","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7008","August","2017","2017","°c","0.432","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7008","August","2018","2018","°c","0.432","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7008","August","2019","2019","°c","0.432","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7008","August","2020","2020","°c","0.432","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7008","August","2021","2021","°c","0.432","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7008","August","2022","2022","°c","0.432","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7008","August","2023","2023","°c","0.432","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7009","September","2016","2016","°c","0.892","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7009","September","2017","2017","°c","0.872","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7009","September","2018","2018","°c","1.072","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7009","September","2019","2019","°c","1.419","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7009","September","2020","2020","°c","1.148","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7009","September","2021","2021","°c","1.045","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7009","September","2022","2022","°c","0.468","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7009","September","2023","2023","°c","2.824","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7009","September","2016","2016","°c","0.429","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7009","September","2017","2017","°c","0.429","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7009","September","2018","2018","°c","0.429","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7009","September","2019","2019","°c","0.429","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7009","September","2020","2020","°c","0.429","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7009","September","2021","2021","°c","0.429","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7009","September","2022","2022","°c","0.429","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7009","September","2023","2023","°c","0.429","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7010","October","2016","2016","°c","1.981","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7010","October","2017","2017","°c","1.385","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7010","October","2018","2018","°c","0.596","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7010","October","2019","2019","°c","1.317","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7010","October","2020","2020","°c","1.684","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7010","October","2021","2021","°c","1.645","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7010","October","2022","2022","°c","0.551","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7010","October","2023","2023","°c","1.681","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7010","October","2016","2016","°c","0.532","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7010","October","2017","2017","°c","0.532","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7010","October","2018","2018","°c","0.532","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7010","October","2019","2019","°c","0.532","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7010","October","2020","2020","°c","0.532","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7010","October","2021","2021","°c","0.532","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7010","October","2022","2022","°c","0.532","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7010","October","2023","2023","°c","0.532","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7011","November","2016","2016","°c","1.689","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7011","November","2017","2017","°c","2.149","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7011","November","2018","2018","°c","0.308","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7011","November","2019","2019","°c","1.553","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7011","November","2020","2020","°c","2.273","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7011","November","2021","2021","°c","1.534","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7011","November","2022","2022","°c","0.567","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7011","November","2023","2023","°c","1.492","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7011","November","2016","2016","°c","0.577","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7011","November","2017","2017","°c","0.577","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7011","November","2018","2018","°c","0.577","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7011","November","2019","2019","°c","0.577","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7011","November","2020","2020","°c","0.577","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7011","November","2021","2021","°c","0.577","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7011","November","2022","2022","°c","0.577","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7011","November","2023","2023","°c","0.577","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7012","December","2016","2016","°c","1.974","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7012","December","2017","2017","°c","0.821","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7012","December","2018","2018","°c","0.547","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7012","December","2019","2019","°c","1.249","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7012","December","2020","2020","°c","0.458","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7012","December","2021","2021","°c","2.847","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7012","December","2022","2022","°c","1.279","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7012","December","2023","2023","°c","1.302","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7012","December","2016","2016","°c","0.589","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7012","December","2017","2017","°c","0.589","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7012","December","2018","2018","°c","0.589","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7012","December","2019","2019","°c","0.589","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7012","December","2020","2020","°c","0.589","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7012","December","2021","2021","°c","0.589","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7012","December","2022","2022","°c","0.589","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7012","December","2023","2023","°c","0.589","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7016","Dec–Jan–Feb","2016","2016","°c","1.341","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7016","Dec–Jan–Feb","2017","2017","°c","2.123","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7016","Dec–Jan–Feb","2018","2018","°c","1.316","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7016","Dec–Jan–Feb","2019","2019","°c","1.207","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7016","Dec–Jan–Feb","2020","2020","°c","1.459","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7016","Dec–Jan–Feb","2021","2021","°c","0.941","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7016","Dec–Jan–Feb","2022","2022","°c","1.498","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7016","Dec–Jan–Feb","2023","2023","°c","1.475","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7016","Dec–Jan–Feb","2016","2016","°c","0.521","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7016","Dec–Jan–Feb","2017","2017","°c","0.521","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7016","Dec–Jan–Feb","2018","2018","°c","0.521","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7016","Dec–Jan–Feb","2019","2019","°c","0.521","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7016","Dec–Jan–Feb","2020","2020","°c","0.521","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7016","Dec–Jan–Feb","2021","2021","°c","0.521","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7016","Dec–Jan–Feb","2022","2022","°c","0.521","E","Estimated value"
"ET","Temperature change on land","484","Mexico","6078","Standard Deviation","7016","Dec–Jan–Feb","2023","2023","°c","0.521","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7017","Mar–Apr–May","2016","2016","°c","1.371","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7017","Mar–Apr–May","2017","2017","°c","1.594","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7017","Mar–Apr–May","2018","2018","°c","1.601","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7017","Mar–Apr–May","2019","2019","°c","0.999","E","Estimated value"
"ET","Temperature change on land","484","Mexico","7271","Temperature change","7017","Mar–Apr–May","2020","2020","°c","2","E","Estimated value"
